འཕགས་པ་སངས་རྒྱས་བརྒྱད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ། ||| The Noble Mahāyāna Sūtra The Eight Buddhas
སྨོན་ལམ་གྱི་དབང་གིས་ལེན་པ་ནི་མ་གཏོགས་སོ། ། ||| unless she takes on such attributes due to her own prayers.
ཤཱ་རིའི་བུ་གནས་མ་ཡིན་ཞིང་གོ་སྐབས་མེད་དེ། ||| Śāriputra, there is no basis for that and no possibility for that to occur.
ཤཱ་རིའི་བུ་རིགས་ཀྱི་བུའམ། རིགས་ཀྱི་བུ་མོ་སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་གི་མཚན་ཉན་པ་དང་། འཛིན་པ་དང་། འཆང་བ་དང་། ཀློག་པ་དང་། སྟོན་པ་དང་། རབ་ཏུ་འདོན་པ་དང་། ཀུན་ཆུབ་པར་བྱེད་ན་ ||| “Śāriputra, when sons or daughters of good family hear the names of those blessed buddhas and remember, carry, read, teach, properly chant, and master them,
རིགས་ཀྱི་བུའམ། རིགས་ཀྱི་བུ་མོ་དེ་རྒྱལ་པོས་འཇིགས་པར་འགྱུར་བའམ། རྐུན་པོས་སམ། མེས་སམ། ཆུས་སམ། མ་རུངས་པས་སམ། ཀླུས་སམ། གནོད་སྦྱིན་གྱིས་སམ། དྲི་ཟས་སམ། ལྷ་མ་ཡིན་གྱིས་སམ། མིས་སམ། མི་མ་ཡིན་པས་འཇིགས་པར་འགྱུར་བའམ། གང་གིས་ཀྱང་གླགས་རྙེད་པར་འགྱུར་བ་དེ་ནི་གནས་མེད་དོ། ། ||| it will be impossible for those sons or daughters of good family to experience any terrors from kings, thieves, fire, water, evil forces, nāgas, yakṣas, gandharvas, demigods, humans, nonhumans, or any other type of destruction,
ལས་ཀྱི་རྣམ་པར་སྨིན་པ་དྲག་པོ་ནི་མ་གཏོགས་ཏེ། ||| unless it is due to the forceful ripening of karma.
དེ་ཡང་ཆུང་ངུ་མྱོང་ཞིང་མང་དུ་མྱོང་བར་མི་འགྱུར་རོ། ། ||| Even then, they will have those experiences only minimally, not greatly.
དེ་འཇིག་རྟེན་པའམ། འཇིག་རྟེན་ལས་འདས་པའི་དོན་གང་ཅི་རྩོམ་ཡང་རུང་སྟེ། ||| “In pursuing any kind of mundane or supramundane objective,
དེ་དགེ་བའི་ཆོས་རྣམས་འཕེལ་བ་ཉིད་དུ་འགྱུར་གྱི། འགྲིབ་པར་མི་འགྱུར་བར་རེ་བར་བྱའོ། ། ||| one should aspire to make virtuous qualities proliferate and not diminish them.”
དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དེའི་ཚེ་ཚིགས་སུ་བཅད་པ་འདི་དག་བཀའ་སྩལ་ཏོ། ། ||| Then the Bhagavān spoke these verses:
འཇིག་རྟེན་མགོན་པོ་དེ་དག་གི། །མཚན་རྣམས་འཛིན་པར་བྱེད་པ་ནི། །མི་ཁོམ་ཐམས་ཅད་ཡོངས་སྤངས་ནས། །མྱུར་དུ་བཟང་འགྲོར་འགྲོ་བར་འགྱུར། ། ||| “Those who remember the names Of those protectors of the world Will completely abandon all inopportune states And quickly go to good rebirths.
སངས་རྒྱས་འབྱུང་བ་མཉེས་བྱས་ནས། ། ||| “Having delighted the buddhas that have appeared,
སྟོན་པ་དེ་མཐོང་དད་བྱེད་ཅིང་། །འཇིག་རྟེན་སྒྲོན་མ་མཐོང་ནས་ཀྱང་། ། ||| Rousing faith from seeing those teachers, And seeing them also as lamps of the world,
མཆོད་པ་བཟང་པོ་བྱེད་པར་འགྱུར། ། ||| They will make auspicious offerings.
བསྐལ་པ་བྱེ་བ་གྲངས་མེད་དུ། །འཁོར་བ་རྣམ་པར་སྤོང་བར་བྱེད། ། ||| “For countless millions of eons, Helping beings to abandon saṃsāra,
གང་གིས་འདྲེན་རྣམས་མཐོང་འགྱུར་བའི། །དྲི་མེད་མིག་ཀྱང་རྣམ་པར་སྦྱོང་། ། ||| Those whose unobscured eyes behold the guides Will also be purified.
འཇིག་རྟེན་མགོན་པོ་དེ་དག་གི། །མཚན་རྣམས་སུ་ཞིག་འཛིན་བྱེད་པ། །དེ་ནི་གང་དང་གར་སྐྱེས་པར། །འཇིག་རྟེན་ཕྱག་བྱའི་འོས་སུ་འགྱུར། ། ||| “Those who remember the names Of those protectors of the world Will become worthy of the world’s veneration, Wherever those people are born.
དེ་ཡི་གཟུགས་མཚན་ཕུན་སུམ་ཚོགས། །ཕྱུག་པོའི་ཁྱིམ་དུ་སྐྱེ་བར་འགྱུར། ། ||| “Such people will accumulate marvelous physical signs, Will be born into rich households,
དཔའ་ཞིང་སྦྱིན་པའི་བདག་པོར་འགྱུར། ། ||| Will be heroic, and will become generous benefactors,
སེར་སྣ་མེད་ཅིང་ལྷུག་པར་གཏོང་། ། ||| Giving abundantly without miserliness.
མཚན་རྣམས་འདི་དག་སུ་འཛིན་པ། །བསྐལ་པ་བྱེ་བ་མང་པོར་ནི། །ལྷ་ཡི་ཙན་དན་དམར་པོ་ཡི། །དྲི་ངད་ཁ་ནས་འབྱུང་བར་འགྱུར། ། ||| “If some remember these names, Then for many millions of eons The scent of divine red sandalwood Will arise from their mouths.
དྲང་སྲོང་ཆེན་པོ་དེ་དག་གི། །མཚན་རྣམས་བུད་མེད་ཐོས་གྱུར་ན། ། ||| “If a woman were to hear the names Of those great sages,
བུད་མེད་དངོས་པོ་རྣམ་སྤངས་ཏེ། །སྐྱེས་བུ་མཁས་པར་རེད་པར་འགྱུར། ། ||| Then upon abandoning her female attributes She would skillfully become a man.
མཚན་རྣམས་འདི་དག་སུ་འཛིན་པ། །ཕ་དང་མ་དང་སྤུན་རྣམས་དང་། །མཛའ་བཤེས་ཉེ་དུའི་ཚོགས་རྣམས་ཀྱི། །སྡུག་བསྔལ་ནམ་ཡང་མཐོང་མི་འགྱུར། ། ||| “Those who remember these names Will never see Their fathers, mothers, siblings, Or any friends and relatives suffer.
མཚན་རྣམས་འདི་དག་སུ་འཛིན་པ། །དེ་དང་དེ་དག་འཇིག་རྟེན་ན། །འདབ་མ་སྟོང་ཕྲག་བྱེ་ལྡན་པའི། །རིན་ཆེན་པད་མར་སྐྱེ་བར་འགྱུར། ། ||| “Those who remember these names, Such individuals and their close ones Will be born in the world On jewel lotuses with millions of petals.
མཚན་རྣམས་འདི་དག་སུ་འཛིན་པ། །སངས་རྒྱས་ཞིང་རྣམས་ཐམས་ཅད་དུ། །ནམ་མཁའ་ལས་ནི་འགྲོ་བྱེད་ཅིང་། ། ||| “Those who remember these names Will be able to traverse through space To all the buddha realms And
འཇིག་རྟེན་མགོན་པོ་སངས་རྒྱས་ཞིང་། །རྣམ་པར་དག་པ་མཐོང་བར་འགྱུར། ། ||| behold the pure fields of the buddhas, “The protectors of the world.
འཇིག་རྟེན་མགོན་པོའི་དྲུང་དག་ཏུ། །ཟབ་མོའི་ཆོས་ནི་ཉན་བྱེད་ཅིང་། །ཇི་ལྟར་ཐོས་པ་ཆུད་མི་གསོན། ། ||| In the presence of the world protectors, They will listen to the profound Dharma And will not squander whatever they have heard.
མཚན་རྣམས་འདི་དག་སུ་འཛིན་པ། །དེ་དག་ལ་ནི་སྡིག་ཅན་བདུད། །ནག་པོའི་རྩ་ལག་སྡེར་བཅས་པས། །ནམ་ཡང་གླགས་རྙེད་མི་འགྱུར་རོ། ། ||| “For those who remember these names, Evil demons Along with the host of negative forces Will never have a chance to harm them.
མཚན་རྣམས་འདི་དག་སུ་འཛིན་པ། །དེ་དག་མཚོན་གྱིས་མི་གསོད་ཅིང་། །དུག་དང་མེས་ཀྱང་མ་ཡིན་ལ། ། ||| “Those who remember these names Will not be killed by weapons, Or by poison or fire.
རྒྱལ་པོ་དང་ནི་རྐུན་པོ་ཡིས། །དེ་དག་གཙེ་བར་བྱེད་མི་འགྱུར། ། ||| Kings and thieves will be unable to harm them.
ལྷ་དང་ཀླུ་དང་གནོད་སྦྱིན་དང་། །དྲི་ཟ་ལྟོ་འཕྱེ་ཆེ་རྣམས་ཀྱིས། །གླགས་ཀྱང་རྙེད་པར་མི་འགྱུར་རོ། ། ||| “No gods, nāgas, yakṣas, Gandharvas, or mahoragas Will have any chance To cause them harm.
སངས་རྒྱས་འདི་དག་མི་མཆོག་སྟེ། ། ||| “These buddhas are supreme human beings.
དཔལ་གྱི་སྙིང་པོ་འབྲུག་གི་རྒྱལ། ། ||| They are the essence of glory, thunderous victors.
མཛངས་པ་བག་ཡོད་གྱུར་ནས་ནི། །མཁས་མི་སུ་ཞིག་མཚན་མི་འཛིན། ། ||| Having become learned and conscientious, What wise person would not remember their names?
འཇིག་རྟེན་མགོན་པོ་ཐམས་ཅད་ཀྱི། །མཚན་རྣམས་འདི་དག་སུ་ཉན་པ། །མི་དེ་དག་ནི་ཆོ་གས་ཉན། ། ||| “Those who hear these names of all the world protectors And hear them in the proper manner
གྲགས་ལྡན་རྣམས་ཀྱི་མཚན་ཐོས་ནས། །དེ་དག་དཔའ་ཞིང་ཤེས་རབ་ཆེ། ། ||| Will gain courage and great insight by hearing the names of these renowned ones.
འཇིག་རྟེན་མི་མཆོག་སངས་རྒྱས་འགྱུར། ། ||| They will become buddhas, supreme humans in the world.”
བཅོམ་ལྡན་འདས་ཀྱིས་དེ་སྐད་ཅེས་བཀའ་སྩལ་ནས། ||| When the Bhagavān had spoken these words,
ཚེ་དང་ལྡན་པ་ཤཱ་རིའི་བུ་དང་། ཐམས་ཅད་དང་ལྡན་པའི་འཁོར་དེ་དག་དང་། ལྷ་དང་། མི་དང་། ལྷ་མ་ཡིན་དང་། དྲི་ཟར་བཅས་པའི་འཇིག་རྟེན་ཡི་རངས་ཏེ། ||| Venerable Śāriputra and the entire retinue, along with the world with its gods, humans, demigods, and gandharvas, rejoiced and
བཅོམ་ལྡན་འདས་ཀྱིས་གསུངས་པ་ལ་མངོན་པར་བསྟོད་དོ། ། ||| praised what the Bhagavān had said.
འཕགས་པ་སངས་རྒྱས་བརྒྱད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་རྫོགས་སོ།། །། ||| This concludes the noble Mahāyāna sūtra “The Eight Buddhas.”
རྒྱ་གར་གྱི་མཁན་པོ་ཛི་ན་མི་ཏྲ་དང་། སུ་རེནྡྲ་བོ་དྷི་དང་། ཞུ་ཆེན་གྱི་ལོ་ཙཱ་བ་བན་དེ་ཡེ་ཤེས་སྡེས་ཞུས་ཏེ་གཏན་ལ་ཕབ་པ།། །། ||| It was translated and finalized by the Indian abbots Jinamitra and Surendrabodhi and by the great editor-translator Venerable Yeshé Dé.
ཤློ་ཀ་དགུ་བཅུ་རྩ་གཅིག། །། ||| The text contains ninety-one stanzas.
