འཕགས་པ་ཡངས་པའི་གྲོང་ཁྱེར་དུ་འཇུག་པའི་མདོ་ཆེན་པོ། ||| The Noble Mahāsūtra Entering the City of Vaiśālī
སུ་མུ། སུ་མུ། སུ་མུ། སུ་མུ། སུ་མུ། སུ་མུ་རུ། སུ་མུ་རུ། སུ་མུ་རུ། སུ་མུ་རུ། སུ་མུ་རུ། སུ་མུ་རུ། སུ་མུ་རུ། སུ་མུ་རུ། མུ་རུ། མུ་རུ། མུ་རུ། མུ་རུ། མུ་རུ། མུ་རུ། མུ་རུ། མུ་རུ། མི་རི། མི་རི། མི་རི། མི་རི། མི་རི། མི་རི། མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་མི་རི། མུ་རུ་རི་ཏི། རི་རི་རི་རི་རི་རི། རཱི་རཱི་རཱི་རཱི་རཱི་རཱི་ཏི། མི་རི་མི་རི། མི་རི་མི་རཱི་ཏི། ཧི་སི་མི་རི་མི་རི་ཏི། མི་རི་སི། སཱི་སི་མི། ཀང་ཀ་རཱ། ཀ་ར་ཀ་ཏ། ཀང་ར་ཀ་ར། ཀ་ར་ཀ་ཙ། ཀང་ཀ་ར། ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱ། །ཀང་ཀ་རཱོ་ཏཱི་ཏི། ཀུ་རི་ཤོ། ཀང་ཀ་རཱ། །ཀང་ཀ་རི་ཤི། རི་རི་རི་རི་རི་རི། ཏི་རི་ཏ་ཕུ་སྭ། །རི་ཕུ། རི་ཕུ། རི་ཕུ། རི་ཕུ། རི་ཕུ། རི་ཕུ། རི་ཕུ། རི་ཕུ། ནཱ་ཐཱ། ནཱ་ནཱ་ཐཱ་ཐཱ། རི་པཱུ། རི་པཱུ། ནཱ་ཐཱ་ཐཱ། ནི་ར་གཙྪ་ཏ། ནི་ར་གཙྪ་ཏ། རི་པུ། རི་པུ། ནི་ར་གཙྪ་ཏ། པ་ལཱ་ཡཱ་ཏ། རི་པཱུ་རི་པཱུ། པ་ལ་ཡཱ་ཏཱ། ||| “ Sumu sumu | sumu sumu sumu | sumuru sumuru | sumuru sumuru | sumuru sumuru | sumuru sumuru | muru muru | muru muru | muru muru | muru muru | miri miri | miri miri | miri miri miri | murumiri murumiri | murumiri murumiri | murumiri murumiri | murumiri murumiri | murumiri murumiri | murumiri murumiri | murumiri murūrīti | riri riri riri | rīrī rīrī rīrīti | miri miri mirīti | hisi miri miriti | mirisi sīsīmī | kaṅkarā karakata | kaṅrakara karakaca | kaṅkara kaṅkarā | kaṅkarā kaṅkarā | kaṅkarā kaṅkarā | kaṅkarā kaṅkarā | kaṅkarā kaṅkarā | kaṅkarā kaṅkarā | kaṅkarā kaṅkarā | kaṅkaro tīti kuriśo | kaṅkara kaṅkariśi | ririri ririri | tiritaphu svā | riphu riphu | riphu riphu | riphu riphu | riphu riphu | nāthā nānā | thā thā | ripū ripū | nāthāthā | nirgacchata nirgacchata | ripu ripu | nirgacchata palāyāta | ripū ripū palayātā |
སངས་རྒྱས་འཇིག་རྟེན་ལ་ཐུགས་བརྩེ་བ་ཅན། སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པར་ལྷག་པར་དགོངས་པ་དང་ལྡན་པ། །བྱམས་པ་ལ་གནས་པ། ཐུགས་རྗེ་དང་ལྡན་པ། དགའ་བ་ལ་གནས་པ། བཏང་སྙོམས་ལ་གནས་པ་གཤེགས་ཀྱིས། ||| “The Buddha, who has compassion for the world, whose wish is to benefit all living beings, who abides in love, who is compassionate, who abides in joy, and who abides in equanimity, has arrived.
ཀྵི་ཕྲན་ནི་ར་གཙྪ་ཏ་སྭཱ་ཧཱ། ||| “ Kṣipraṃ nirgacchata svāhā
སངས་རྒྱས་ཀྱི་ཡེ་ཤེས་ཀྱི་མཆོག་དང་། ཆོས་ཉིད་ཀྱིས་ལྷ་ཐམས་ཅད་དང་། འབྱུང་པོ་ཐམས་ཅད་ལ་བཀའ་སྩལ་པའི་གསང་སྔགས་གཞི་འདི་དག་ནི་གྲུབ་པའོ། ། ||| “These mantras, which were proclaimed to all the gods and all the bhūtas through the Buddha’s supreme wisdom and truth, will accomplish their purpose.
ཚིགས་སུ་བཅད་པ་འདི་དག་ནི་གྲུབ་པའོ། ། ||| The following verses will accomplish their purpose:
གང་ལ་སེར་སྣ་རྣམས་ཆགས་པ། །རྣམ་བཅོམ་དྲི་མ་མེད་མཛད་ཅིང་། །ཐུགས་ཞི་གནོད་པ་མི་མངའ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He in whom all attachment and greed Are conquered, all defilement gone, His mind at peace without harmful intent— He will bring you well-being.
འདྲེན་པ་གང་ཞིག་འགྲོ་བ་རྣམས། །ཐར་པའི་ལམ་དུ་འཛུད་མཛད་ཅིང་། །ཆོས་རྣམས་ཐམས་ཅད་སྟོན་པ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He who leads all worldly beings To tread the path of liberation, The teacher of all dharmas— He will bring you well-being.
སྟོན་པ་རྒྱུག་པ་རྣམས་ཀྱི་རྟེན། །སེམས་ཅན་ཀུན་གྱི་དོན་གྱི་ཕྱིར། །གང་གིས་བདེ་བ་མངའ་མཛད་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “The teacher, support of wandering beings, Who, for the sake of every living creature, Brings them all to master happiness— He will bring you well-being.
སྐྱོབ་པ་གང་ཞིག་བྱམས་པ་ཡི། །ཐུགས་ཀྱིས་འགྲོ་བ་འདི་དག་ཀུན། །བུ་གཅིག་བཞིན་དུ་རྟག་བསྐྱངས་ཏེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “The protector who, with thoughts of love For all these beings, sustains them always Just as he would his only child— He will bring you well-being.
གང་ཞིག་འཁོར་བར་འཁོར་བ་ཡི། །སེམས་ཅན་ཀུན་གྱི་རྟེན་གྱུར་ཅིང་། །གླིང་དང་དཔུང་གཉེན་གྱུར་པ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He who in saṃsāra has been For all saṃsāric beings a support, An island, and a friend— He will bring you well-being.
གང་ཞིག་ཆོས་ཀུན་མངོན་སུམ་གྱུར། །གཙང་ཞིང་སླུ་བ་མི་མངའ་ལ། །གསུང་གཙང་གཙང་མར་མཛད་པ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He who has laid bare all phenomena, Who is pure and free from deception, Whose words are pure, whose very acts are purity— He will bring you well-being.
དཔའ་བོ་ཆེན་པོ་གང་སྐྱེས་པས། །ཕུན་སུམ་ཚོགས་དོན་འབྱོར་གྱུར་ཅིང་། །དོན་གྲུབ་ཚོགས་ཀྱང་གྲུབ་པ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “This great hero who, by taking birth, With perfection attained his purpose And accomplished all his goals — He will bring you well-being.
གང་ཞིག་སྐྱེས་པས་ས་རྣམས་ནི། །ནགས་ཚལ་བཅས་པར་རབ་གཡོས་ཤིང་། །སེམས་ཅན་ཐམས་ཅད་རབ་དགའ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He whose birth, when this whole earth With all its forests shook and trembled, Brought joy for every living creature— He will bring you well-being.
བྱང་ཆུབ་སྙིང་པོར་གང་ཞིག་གིས། །ས་དག་རྣམ་དྲུག་གཡོས་གྱུར་ཅིང་། །བདུད་ཡིད་མི་བདེར་གྱུར་པ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He who caused, on the seat of awakening, The earth to quake in all six ways And Māra to feel despair— He will bring you well-being.
ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བ་ན། །འཕགས་པའི་བདེན་པ་རྣམ་གསུངས་པ། །ཐུབ་པའི་སྙན་པ་གང་བྱུང་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “He who, turning the wheel of the Dharma, Pronounced the Truths of the Noble Ones And was extolled as a sage, the Muni— He will bring you well-being.
ཡིད་འཕྲོག་གང་གིས་མུ་སྟེགས་བྱེད། །ཐམས་ཅད་ཆོས་ཀྱིས་ཕམ་མཛད་ཅིང་། །ཚོགས་ཀུན་དབང་དུ་མཛད་པ་དེ། །ཁྱེད་ལ་བདེ་ལེགས་མཛད་པར་འགྱུར། ། ||| “The alluring one who defeated All the extremists with the Dharma And brought all assemblies under his influence— He will bring you well-being.
སངས་རྒྱས་ཁྱེད་ལ་བདེ་ལེགས་མཛད། ། ||| “May the Buddha bring you well-being;
བརྒྱ་བྱིན་ལྷར་བཅས་བདེ་ལེགས་དང་། །འབྱུང་པོ་ཀུན་ཀྱང་བདེ་ལེགས་ནི། །ཁྱེད་ལ་རྟག་ཏུ་སྦྱིན་གྱུར་ཅིག ། ||| May Śakra and the gods bestow well-being; And may well-being from the bhūtas, too, Be provided to you always.
སངས་རྒྱས་བསོད་ནམས་མཐུ་དག་དང་། །ལྷ་རྣམས་ཀྱི་ནི་བསམས་པ་ཡིས། །ཁྱེད་ཀྱི་དོན་འདོད་གང་ཡིན་པ། །དོན་དེ་དེ་རིང་འགྲུབ་གྱུར་ཅིག ། ||| “By the Buddha’s merit and power And the wishes of the gods, May whatever goal you seek This very day be accomplished.
རྐང་གཉིས་ཁྱེད་ཅག་བདེ་ལེགས་ཤོག ། ||| “Two-legged beings, be well.
རྐང་བཞི་ཁྱེད་ཅག་བདེ་ལེགས་ཤོག་ ||| Four-legged beings, be well.
ཁྱེད་ཅག་ལམ་འགྲོ་བདེ་ལེགས་ཤོག ། ||| When you set out, be well;
ཕྱིར་འོང་རྣམས་ཀྱང་བདེ་ལེགས་ཤོག ། ||| And when you return, be well.
ཉིན་མོ་བདེ་ལེགས་མཚན་བདེ་ལེགས། །ཉི་མའི་གུང་ལའང་བདེ་ལེགས་ཤིང་། །ཁྱེད་ཅག་ཀུན་ཏུ་བདེ་ལེགས་ཤོག ། ||| “Be well in the daytime; be well in the night; Be well at midday, too. May all of you be always well;
ཁྱེད་ཅག་སྡིག་པར་མ་གྱུར་ཅིག ། ||| May all of you know no evil.
སངས་རྒྱས་ལྷ་རྣམས་སྟོང་དག་གིས། །ཡོངས་སུ་བསྐོར་ཏེ་གཤེགས་མཛད་ཀྱིས། །སྡང་སེམས་ལྡན་པ་རྣམས་བྱེར་ཅིག ། ||| “Surrounded by a thousand gods, The Buddha has arrived— So, you with hateful thoughts, disperse!
སྙིང་རྗེའི་བདག་ཉིད་ཅན་རྣམས་འཁོད། ། ||| And you whose nature is compassion, stay.
སངས་རྒྱས་རང་སངས་རྒྱས་རྣམས་དང་། །དགྲ་བཅོམ་སློབ་པའི་བདེན་ཚིག་གིས། །འཇིག་རྟེན་མི་ཕན་བྱེད་པ་རྣམས། །གྲོང་ཁྱེར་འདི་ནི་གཏོང་གྱུར་ཅིག ། ||| “By the power of the true words of the buddhas, Pratyekabuddhas, arhats, and those being trained, Those who do harm to the world Should be gone from this city.
སེམས་ཅན་ཀུན་དང་སྲོག་ཆགས་ཀུན། །འབྱུང་པོ་ཀུན་དང་ཁྱེད་ཅག་ཀུན། །བདེ་བ་འབའ་ཞིག་ལྡན་གྱུར་ཅིག ། ||| “All sentient beings, all living creatures, All bhūtas, and every one of you— May you have nothing but happiness.
ཐམས་ཅད་ནད་རྣམས་མེད་པར་ཤོག ། ||| May you all be free from illness.
ཀུན་གྱིས་བཟང་རྣམས་མཐོང་གྱུར་ཅིག ། ||| May you all see what is good.
གང་ཡང་སྡིག་པར་མ་གྱུར་ཅིག ། ||| May all of you know no evil.
འབྱུང་པོ་གང་དག་འདིར་ནི་ལྷགས་གྱུར་ཅིང་། །ས་དང་བར་སྣང་དག་ན་གནས་པ་རྣམས། །སྐྱེ་དགུ་རྣམས་ལ་རྟག་ཏུ་བྱམས་བྱེད་ཤོག །ཉིན་དང་མཚན་དུ་ཆོས་ཀྱང་སྤྱོད་གྱུར་ཅིག ། ||| “May whatever bhūtas are assembled here, All those who live upon the earth or in the sky, Act always lovingly for human beings And practice Dharma day and night.”
འཕགས་པ་ཡངས་པའི་གྲོང་ཁྱེར་དུ་འཇུག་པའི་མདོ་ཆེན་པོ་རྫོགས་སོ།། ། ||| This completes the Noble Mahāsūtra “On Entering the City of Vaiśālī.”
