འཕགས་པ་བློ་གྲོས་རྒྱ་མཚོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Questions of Sāgaramat
སྦྱིན་པའི་སེམས་སམ། ཚུལ་ཁྲིམས་ཀྱི་སེམས་སམ། བཟོད་པའི་སེམས་སམ། བརྩོན་འགྲུས་ཀྱི་སེམས་སམ། བསམ་གཏན་གྱི་སེམས་སམ། ཤེས་རབ་ཀྱི་སེམས་སམ། ཐོས་པའི་དགེ་བའི་རྩ་བའི་སེམས་སྐྱེ་བར་འགྱུར་བའི་ ||| The mind of generosity, the mind of discipline, the mind of patience, the mind of diligence, the mind of concentration, the mind of insight, and the mind of the roots of virtue that come from study would arise.
ས་ཕྱོགས་དེར་ད་བདག་ལུས་རྒྱ་ཤུག་གི་ལོ་མའི་བརྒྱ་ཆ་ཙམ་དུ་གཏུབས་སམ། རྣམ་པར་གཏོར་ཏམ། རྣམ་པར་བཅོམ་མམ། སེམས་ཅན་དེ་དག་ཐམས་ཅད་ལས་གཞན་མི་བྱེད་པར་རྒྱུན་ཏུ་གཤེ་འམ། བསྡིགས་སམ། སྨོད་དམ། བཤུང་ངམ། ཚིག་ངན་པ་དང་ངག་རྩུབ་པོ་སྨྲ་བ་དེ་ལྟར་གྱུར་ཀྱང་བདག་གིས་སེམས་ཅན་འགའ་ལ་ཡང་འཁྲུག་པའི་སེམས་བསྐྱེད་པར་མི་བྱའོ། ། ||| In such places, then even if beings were to chop my body up into a hundred pieces, and crush and scatter it like juniper leaves—even if those beings were to do nothing but scold me, slander me, belittle me, complain about me, and speak nothing but nasty things about me—still I would not allow my mind to become disturbed.
དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
སྔོན་གྱི་མཐའ་ནས་འཁོར་བ་ཚད་མེད་པར་བྱས་ཏེ། ||| “Since the beginning, countless time has passed in saṃsāra.
གང་དུ་བདག་གིས་ལུས་འདི་སེམས་ཅན་དམྱལ་བར་སོང་ངམ། དུད་འགྲོའི་སྐྱེ་གནས་སུ་སོང་ངམ། གཤིན་རྗེའི་འཇིག་རྟེན་དུ་སོང་ངམ། མིར་གྱུར་ཀྱང་རུང་སྟེ་འདོད་པའི་ཟས་ཀྱི་དྲི་མས་དྲི་མ་ཅན་དུ་གྱུར་ནས་ ||| Wherever I have taken a body—in the realms of hell, animals, the Lord of Death, or that of humans—I have been stained by the enjoyment of desire.
ཆོས་ཐོས་པ་དང་མི་ལྡན་ཞིང་ཡང་བའི་འཚོ་བའི་སྤྱོད་ཡུལ་དོན་མེད་པས་འཚོ་བ་ཅན་དུ་གྱུར་ཏེ་ ||| I lacked the study of Dharma and sustained myself on dangerous forms of livelihood that ended up being fruitless.
ཡན་ལག་དང་། ཉིང་ལག་བརྒྱར་གཤེགས་ཤིང་གཏུབས་ཏེ་ཕྱེ་ཞིང་ཕྲལ་ལ་བྱ་བ་རྣམ་པ་མང་པོ་བྱས་ཀྱང་བདག་གིས་གཞི་དེ་ལས་བདག་གི་དོན་བྱས་ཀྱིས་གཞན་གྱི་དོན་མ་བྱས་པའི་ ||| Even though my limbs and digits were shredded, cut, divided, and torn into small pieces, I continued pursuing my own ends, and not the ends of others.
གལ་ཏེ་སེམས་ཅན་དེ་དག་ཐམས་ཅད་ཀྱིས། !ཕྱི་མའི་མཐར་བདག་གིས་ལུས་གཤེགས་གཏུབས་རྣམ་པར་གཏོར་རྣམ་པར་བཅོམ་པ་དེ་ལྟ་བུར་གྱུར་ཀྱང་བདག་གིས་ཐམས་ཅད་མཁྱེན་པ་ཡོངས་སུ་མི་གཏོང་ངོ་། ། ||| So now, if all these beings henceforth shred, cut, scatter, and crush my body, I will not give up on omniscience.
སེམས་ཅན་ཐམས་ཅད་ཡོངས་སུ་མི་གཏོང་ངོ་། ། ||| I will not give up on sentient beings.
དགེ་བའི་ཆོས་ལ་འདུན་པ་ཡོངས་སུ་མི་གཏོང་ངོ་། ། ||| I will not give up our pursuit of virtuous phenomena.
དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
ལུས་གཏུབས་པའི་ལུས་ཀྱི་གནོད་པ་འདི་ལྟ་བུ་ཐམས་ཅད་ནི་སེམས་ཅན་དམྱལ་བའི་སྡུག་བསྔལ་གྱི། ||| “All the harm of having one’s body cut apart does not represent even one percent of the suffering endured by beings in hell;
བརྒྱའི་ཆར་ཡང་ཉེ་བར་མི་འགྲོ་བ་ནས་རྒྱུའི་བར་དུ་ཡང་མི་བཟོད་དོ། ། ||| no comparison would suffice.
བདག་ནི་སེམས་ཅན་དམྱལ་བར་གནས་པར་སྤྲོའི། བདག་གིས་སངས་རྒྱས་ཀྱི་ཆོས་གཏང་བར་ནི་མི་བྱའོ། ། ||| Yet I am delighted to stay in the hell realms, and I will not give up on the qualities of buddhahood.
སེམས་ཅན་ཐམས་ཅད་རབ་ཏུ་ཐར་བར་བྱ་བ་ལ་དམིགས་པའི་སྙིང་རྗེ་ཆེན་པོ་མི་གཏོང་ངོ་། ། ||| I will not give up on great compassion that aims to free all beings.
དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why is this?
དེ་ནི་བཅོམ་ལྡན་འདས་ཀྱིས་ཀྱང་གསུངས་ཏེ། དགེ་བ་ལ་ནི་བར་ཆད་མང་ངོ་། ། ||| “The Blessed One has said that there are many obstacles to virtue.
མི་དགེ་བའི་ཕྱོགས་ལ་ནི་གྲོགས་བྱེད་པ་མང་ངོ་། །དགེ་བའི་ཕྱོགས་ལ་ནི་གྲོགས་བྱེད་པ་ཉུང་ངོ་ ||| There are many who would accompany me to nonvirtue, and few who would accompany me to virtue.
ཞེས་གསུངས་པས་བདག་གིས་མི་དགེ་བའི་ཕྱོགས་ཀྱི་གྲོགས་མི་བྱའི་དགེ་བའི་ཕྱོགས་ཀྱི་གྲོགས་བྱའོ། ། ||| So, I will not be a companion for the journey to nonvirtue. I will be a companion for the journey to virtue.
སེམས་ཅན་ཐམས་ཅད་ལ་བཟོད་པར་བྱའི་གནོད་སེམས་སུ་མི་བྱའོ། ། ||| I will accept all beings. I will not allow malice to crop up in the mind.
སེམས་ཅན་དེ་དག་ལ་གང་ཡོད་པ་དེ་མ་བྱིན་ན་ཡང་བདག་ལ་གང་ཡོད་པ་དེ་བདག་གིས་སྦྱིན་པར་བྱ་སྟེ། ||| I will give away everything that I have, even though others may not give me anything.
སེམས་ཅན་དེ་དག་ལ་གནོད་སེམས་དང་ཁྲོ་བ་དང་། འཁོན་དུ་འཛིན་པ་ཡོད་པ་དེ་དག་དེ་རྣམས་ཀྱིས་མ་བྱིན་ཡང་བདག་ལ་བཟོད་པ་དང་དེས་པ་གང་ཡོད་པ་དེ་བདག་གིས་སྦྱིན་པར་བྱའོ། ། ||| Even though beings who are filled with malice, rage, and spite cannot give their things away, I will give what I have with patience and gentleness.
བདག་གིས་བཟོད་པའི་སྟོབས་བསྟན་པར་བྱའི་གནོད་སེམས་ནི་མ་ཡིན་ནོ་སྙམ་མོ། ། ||| I intend to teach the power of patience, not malice.
བློ་གྲོས་རྒྱ་མཚོ་ལུས་དང་སྲོག་འདོར་བའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་རྙེད་པར་དཀའ་བ་མ་ཡིན་ནོ། ། ||| “Sāgaramati, unsurpassed and perfect awakening is not difficult to attain for bodhisattvas who are ready to give up their bodies and life.
གང་གི་གཞི་ལས་གནོད་སེམས་འབྱུང་བའི་ཆོས་དེ་བདག་གིས་སྤང་བར་བྱའོ་སྙམ་མོ། ། ||| They intend to eliminate any phenomena that support the development of malice.
ཆོས་དེ་གང་ཞེ་ན། ||| What are these phenomena?
འདི་ལྟ་སྟེ་ལུས་ལ་དགའ་བ་དང་། ལུས་ལ་གནས་པ་དང་། ལུས་ལ་ཆགས་པ་སྟེ། ||| They are taking joy in the body, being settled in the body, and being attached to the body.
ལུས་བཏང་ན་གནོད་སེམས་ཀྱང་གཏོང་ངོ་། ། ||| If one gives up the body, malice is also given up.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལྟར་བགྲང་བ་ལ་ཞུགས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནི་སེམས་ཅན་ཐམས་ཅད་ཀྱི་གནོད་པ་བཟོད་དེ་མི་སྐྱོ་མི་ཁྲོའོ། ། ||| “Sāgaramati, bodhisattva great beings who share this outlook accept the harm of beings and do not become depressed or angry.
དེ་གནོད་པ་གསུམ་བཟོད་དེ། ||| They accept three forms of harm.
གསུམ་གང་ཞེ་ན། ||| What are these three?
ལུས་ཀྱི་གནོད་པ་དང་། ངག་གི་གནོད་པ་དང་། སེམས་ཀྱི་གནོད་པའོ། ། ||| Physical, verbal, and mental harm.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལ་བྱང་ཆུབ་སེམས་དཔའི་ལུས་ཀྱི་གནོད་པ་བཟོད་པ་གང་ཞེ་ན། ||| “What is the bodhisattvas’ acceptance of physical harm, Sāgaramati?
གང་ཡན་ལག་དང་ཉིང་ལག་རྣམས་བཅད་ཀྱང་ཆོས་ཉིད་ལ་རྟོན་ཏེ་གང་དེའི་ལུས་གཅོད་པའི་སེམས་ཅན་དེ་ཉིད་ལ་ལྟ་བའོ། ། ||| When their limbs or digits are cut, they rely on reality and look into the identity of the being who is cutting their body.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལ་ཐབས་ལ་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའི་ལུས་གཅོད་པ་ན་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་བསྒོམ་པ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་རོ། ། ||| Sāgaramati, when the bodies of bodhisattvas who are skilled in means are cut, they complete their cultivation of the six perfections.
བློ་གྲོས་རྒྱ་མཚོ་ཇི་ལྟར་ན་ཐབས་ལ་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའི་ལུས་གཅོད་པ་ན་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་བསྒོམ་པ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་ཞེ་ན། ||| Sāgaramati, when the bodies of bodhisattvas who are skilled in means are cut, how do they complete their cultivation of the six perfections?
གང་ལུས་འདོར་བ་དང་ལུས་ཡོངས་སུ་གཏོང་བ་དང་ལུས་ལ་མི་ལྟ་བ་འདི་ནི་དེའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| “Abandoning the body, giving away the body, and ignoring the body is their perfection of generosity.
གང་ལུས་གཅོད་པ་ན་སེམས་ཅན་ཐམས་ཅད་ལ་བྱམས་པས་ཁྱབ་པར་བྱེད་པ་དང་། ཚོར་བ་རྣམས་ཀྱིས་མི་འཕྲོགས་པ་འདི་ནི་དེའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Filling themselves with love for all beings and not getting overwhelmed by the physical sensation when the body is cut is their perfection of discipline.
གང་ལུས་ཡོངས་སུ་གཅོད་པ་ན་གང་དག་དེའི་ལུས་གཅོད་པ་དེ་དག་ཉིད་རབ་ཏུ་ཐར་བར་བྱ་བའི་ཕྱིར་བཟོད་ཅིང་སེམས་ཀྱི་རྨ་མི་ཕྱིན་ཏེ། བཟོད་པའི་སྟོབས་ཉེ་བར་སྟོན་པ་འདི་ནི་དེའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Accepting the cutting of the body for the sake of becoming free, not letting their minds be marred, and displaying their power of acceptance is their perfection of patience.
བརྩོན་འགྲུས་གང་གིས་ཐམས་ཅད་མཁྱེན་པ་ཉིད་ལ་འདུན་པ་མི་འདོར་ཞིང་སེམས་ཀྱི་སྟོབས་བསྐྱེད་པ་ཡང་རབ་ཏུ་འཛིན་ལ་འཁོར་བ་ཉིད་དུ་མཚམས་ཀྱང་སྦྱོར་ཞིང་དགེ་བའི་རྩ་བ་བརྩམ་པ་ཡང་རྩོམ་པ་འདི་ནི་དེའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Utilizing diligence to not lose their passion for omniscience, holding to the strengthening of mind, embracing saṃsāra, and engaging in roots of virtue is their perfection of diligence.
གང་ལུས་རྣམ་པར་འཐོར་བ་ན་ཐམས་ཅད་མཁྱེན་པའི་སེམས་བསྐྱེད་པ་རིན་པོ་ཆེ་དེ་མི་བརྗེད་ཅིང་བྱང་ཆུབ་ཉིད་ལ་ལྟ་བ་དང་། ཞི་བ་དང་རབ་ཏུ་ཞི་བ་ལ་སོ་སོར་རྟོག་པ་འདི་ནི་དེའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| As their bodies are cast aside, not forgetting the jewel of developing the mind of omniscience, focusing on awakening itself, and contemplating peace and utter peace is their perfection of concentration.
གང་ལུས་གཅོད་པ་ན་ལུས་ལ་རྩྭ་དང་། རྩིག་པ་དང་། ཤིང་དང་། རྡོ་དང་། མིག་ཡོར་ལྟ་བུར་སོ་སོར་རྟོག་ཅིང་ལུས་ལ་སྒྱུ་མའི་ཆོས་ཉིད་དུ་འཇུག་པ་དང་། ||| When the body is cut, contemplating how the body is like grass, a wall, wood, stone, or a visual distortion; engaging with the body as having the nature of an illusion;
ཡང་དག་པར་ན་མི་རྟག་པ་ཉིད་དང་། ཡང་དག་པར་ན་སྡུག་བསྔལ་བ་ཉིད་དང་། ཡང་དག་པར་ན་བདག་མེད་པ་ཉིད་དང་། ཡང་དག་པར་ན་ཞི་བ་ཉིད་དུ་ལུས་ལ་རྟོག་པ་འདི་ནི་དེའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| and contemplating how the body is actually impermanent, suffering, devoid of self, and peace is their perfection of insight.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལྟར་ན་ཐབས་ལ་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའི་ལུས་གཅོད་པ་ན། ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་བསྒོམ་པ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་ཞིང་ཐེག་པ་ཆེན་པོ་དེ་ལས་ཉམས་པར་མི་འགྱུར་ཏེ་ ||| “Thus, Sāgaramati, when the bodies of bodhisattvas who are skilled in means are cut, they complete their cultivation of the six perfections and do not fall away from the Great Vehicle.
འདི་ནི་བྱང་ཆུབ་སེམས་དཔའི་ལུས་ཀྱི་གནོད་པ་བཟོད་པའོ། ། ||| This is the bodhisattvas’ acceptance of physical harm.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལ་བྱང་ཆུབ་སེམས་དཔའི་ངག་གི་གནོད་པ་བཟོད་པ་གང་ཞེ་ན། ||| “What is the bodhisattvas’ acceptance of verbal harm, Sāgaramati?
གང་ངན་དུ་བརྗོད་པའི་ཚིག་ཐམས་ཅད་དང་དུ་ལེན་པ་དང་། ||| It is inviting all meanly spoken words.
གཤེ་བ་དང་། བསྡིགས་པ་དང་། སྨད་པ་དང་། བཤུང་བ་དང་། བསྡིགས་མོ་བྱེད་པ་ཐམས་ཅད་བཟོད་པ་དང་། ཡོད་པའམ། མེད་པས་གླེངས་པས་ཀྱང་མི་ཁྲོ་བ་དང་། འཁོན་དུ་མི་འཛིན་པ་དང་། བག་ལ་ཉལ་སྤོང་བའོ། ། ||| It is accepting being scolded, slandered, belittled, complained about, and intimidated. It is not getting angry when somebody says something negative about them, whether true or false. It is casting aside all forms of holding a grudge, including the habitual tendencies for doing so.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལ་ཐབས་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ངན་དུ་བརྗོད་པ་དང་། ངན་དུ་སྨྲས་པའི་ཚིག་གི་ལམ་དང་། གཤེ་བ་དང་བསྡིགས་པ་དག་ཕ་རོལ་ལས་ཐོས་ནས་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་བསྒོམ་པ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་རོ། ། ||| “Sāgaramati, when bodhisattva great beings who are skilled in means hear mean utterances, mean words, scolding, and words of intimidation spoken by someone else, they perfect their cultivation of the six perfections.
བློ་གྲོས་རྒྱ་མཚོ་ཇི་ལྟར་ན་ཐབས་ལ་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའ་ངན་དུ་བརྗོད་པ་དང་ངན་དུ་སྨྲས་པའི་ཚིག་གི་ལམ་དང་། གཤེ་བ་དང་བསྡིགས་པ་དག་ཕ་རོལ་ལས་ཐོས་ན་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་བསྒོམ་པ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་ཞེ་ན ||| How do bodhisattva great beings who are skilled in means perfect their cultivation of the six perfections as they hear mean utterances, mean words, scolding, and words of intimidation spoken by someone else, Sāgaramati?
བློ་གྲོས་རྒྱ་མཚོ་འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ངན་དུ་བརྗོད་པ་དང་ངན་དུ་སྨྲས་པའི་ཚིག་གི་ལམ་དང་། གཤེ་བ་དང་བསྡིགས་པ་དག་ཕ་རོལ་ལས་ཐོས་ན་དྲན་པ་འདི་ལྟ་བུ་རབ་ཏུ་འཐོབ་སྟེ ||| “Sāgaramati, when bodhisattva great beings hear mean utterances, mean words, scolding, and words of intimidation spoken by someone else they bring the following to mind:
སེམས་ཅན་འདི་ནི་སྔོན་ནས་སེར་སྣ་ཅན་དུ་གྱུར་པ་འཇུངས་པ་སྟེ། ||| ‘This person has long been stingy and miserly.
སེར་སྣའི་དྲི་མས་ཀུན་ནས་ཀུན་ཏུ་བསྐོར་བ་དེས་གང་དག་དེའི་གནོད་སེམས་ཀྱི་དྲི་མ་སྤང་བའི་ཕྱིར། ||| His life revolves around this stain of stinginess, such that he has now also developed malice.
ཆོས་སྟོན་པའི་དགེ་བའི་བཤེས་གཉེན་རྣམས་ལ་མ་བསྟེན། གུས་པར་མ་བྱས་བསྙེན་བཀུར་མ་བྱས་པའོ། ། ||| As such, he does not follow spiritual friends who can teach him the Dharma, nor does he respect or serve them.
བདག་ནི་གཏོང་བ་ལ་མོས་ཤིང་སེར་སྣ་མེད་པར་བྱ། དགེ་བའི་བཤེས་གཉེན་ལ་བརྟེན་པར་བྱ། བསྙེན་པར་བྱ། བསྙེན་བཀུར་བྱའོ་སྙམ་སྟེ། ||| As for myself, I must remain inspired to give and not be stingy. I must continue to rely on, honor, and serve spiritual friends.’
དེ་དག་བསྲུང་ཞིང་གནོད་སེམས་ཀྱང་སྤོང་བ་འདི་ནི་དེའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Thus they are cautious and discard their malice, and this is their perfection of generosity.
གཞན་ཡང་དེ་འདི་སྙམ་དུ་སེམས་ཏེ། ||| “They also have the following thought:
སེམས་ཅན་འདི་ནི་ཚུལ་ཁྲིམས་འཆལ་པ་ལས་མ་མཐོང་བ་སྟེ། དེ་ནི་བདག་ལ་གཤེ་ཞིང་བསྡིགས་པའོ། ། ||| ‘This person has nothing but perverse morality and yet he is scolding and intimidating me.
བདག་ནི་ཚུལ་ཁྲིམས་དང་བརྟུལ་ཞུགས་ཡང་དག་པར་བླངས་པ་ལས་མི་ཉམས་པར་བྱའོ། ། ||| But I will not retreat from how I keep to my trainings of discipline and asceticism.
གནོད་སེམས་མེད་པར་བྱའོ། ། ||| I will not become malicious.
བྱང་ཆུབ་ཀྱི་སེམས་ཡོངས་སུ་བསྲུང་བར་བྱའོ། ། ||| I will uphold the mind of awakening.
ལས་ཀྱི་རྣམ་པར་སྨིན་པ་ལ་བསྟེན་པར་བྱའོ་སྙམ་པ་ ||| I will trust in the ripening of karma.’
འདི་ནི་དེའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| This is their perfection of discipline.
གཞན་ཡང་དེ་འདི་སྙམ་དུ་སེམས་ཏེ། ||| “They also have the following thought:
སེམས་ཅན་འདི་ནི་ཞེ་སྡང་གི་ཤས་ཆེ་ཞིང་གནོད་སེམས་མང་བ་སྟེ། དེ་ནི་བདག་ལ་གཤེ་ཞིང་བསྡིགས་པའོ། ། ||| ‘This person is aggressive and has so much malice, so he scolds and intimidates me.
བདག་ནི་བཟོད་པའི་སྟོབས་མང་དུ་བྱས་ཏེ། ||| Yet I will develop the strength of my patience.
བྱམས་པ་ལ་གནས་པར་བྱའོ་སྙམ་པ་འདི་ནི་དེའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| I will keep to love.’ This is their perfection of patience.
གཞན་ཡང་དེ་འདི་སྙམ་དུ་སེམས་ཏེ། ||| “They also have the following thought:
སེམས་ཅན་འདི་ནི་ལེ་ལོ་ཅན་དགེ་བའི་ཆོས་དང་བྲལ་བ་སྟེ་དེ་ནི་བདག་ལ་གཤེ་ཞིང་བསྡིགས་པའོ། ། ||| ‘This person is lazy and devoid of virtuous qualities, so he scolds and intimidates me.
བདག་ནི་བརྩོན་འགྲུས་བརྩམ་པར་བྱ། ||| Yet I will remain diligent.
དགེ་བའི་རྩ་བ་ཡོངས་སུ་བཙལ་བར་བརྩོན་པ་ལ་མི་ངོམས་པར་བྱ་སྟེ། ||| I will never be satisfied in my pursuit of roots of virtue.
སེམས་ཅན་འདི་བྱང་ཆུབ་ཀྱི་སྙིང་པོར་སྔར་ཇེ་འཇུག་པར་བྱས་ལ་ཕྱིས་བདག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་བྱའོ་སྙམ་དུ། ||| Sooner or later, I wish to make this person arrive at the seat of awakening, and thus make him fully awaken to unsurpassed and perfect buddhahood.’
དེ་ལྟར་གོ་ཆ་གྱོན་པ་འདི་ནི་དེའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| This manner of donning armor is their perfection of diligence.
གཞན་ཡང་དེ་འདི་སྙམ་དུ་སེམས་ཏེ། ||| “They also have the following thought:
སེམས་ཅན་འདི་ནི་བརྗེད་ངས་པ། ཤེས་བཞིན་མེད་པ། ||| ‘This person is forgetful and not introspective.
ཉོན་མོངས་པ་ངེས་པར་བསམས་པ་སྟེ། དེ་ནི་བདག་ལ་གཤེ་ཞིང་བསྡིགས་པའོ། ། ||| He does not consider his afflictive emotions, so he scolds and intimidates me.
བདག་ནི་ཉོན་མོངས་པ་ངེས་པར་བསམ་པར་བྱ། ||| Yet I can consider my afflictive emotions.
དྲན་པ་དང་ཤེས་བཞིན་ཅན་དུ་བྱ། ||| I can be mindful and introspective.
རྩེ་གཅིག་ཏུ་བྱང་ཆུབ་ཀྱི་སེམས་མི་བརྗེད་པར་བྱ་སྟེ། ||| I will one-pointedly remember the mind of awakening.
སེམས་ཅན་མ་དུལ་བ། མ་ཞི་བ། མ་སྦས་པ། ཉེ་བར་མ་ཞི་བ་འདི་ལྟ་བུ་དག་གི་དོན་དུ་བདག་གིས་གོ་ཆ་ཆེན་པོ་བགོས་ཏེ་འདི་ལྟར་སེམས་ངེས་པར་སེམས་སུ་གཞུག་གོ། །སྙམ་པ་འདི་ནི་དེའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| I will don strong armor for the sake of this untamed, aggressive, uncontrolled, and wild person.’ This is their perfection of concentration.
གཞན་ཡང་དེ་འདི་སྙམ་དུ་སེམས་ཏེ། ||| “They also have the following thought:
སེམས་ཅན་འདི་ནི་ཤེས་རབ་འཆལ་པ། ||| ‘This person has faulty insight.
བདག་ཏུ་སྨྲ་བ། སེམས་ཅན་དུ་ལྟ་བར་དམིགས་པའི་སྤྱོད་ཡུལ་བ་སྟེ་དེ་ནི་བདག་ལ་གཤེ་ཞིང་བསྡིགས་པའོ། ། ||| He advocates the existence of a self and believes in the existence of a sentient being. So, he scolds and intimidates me.
བདག་ནི་ཆོས་ཉིད་ལ་བསྟེན་པར་བྱའོ་སྙམ་སྟེ་ ||| Yet I will base myself on reality.’
འདི་ལ་གཤེ་བ་དང་ཁྲོ་བ་སུ་ཡིན་ཞེས་དེས་ཡོངས་སུ་ཚོལ་བ་ན་གང་གཤེ་བ་དང་ཁྲོ་བའི་ཆོས་དེ་མི་དམིགས་སོ། ། ||| Thus, examining who is scolding or being aggressive, they fail to find anyone.
དེ་བདག་དང་གཞན་མི་དམིགས་པར་ལྟ་བ་དང་བྲལ་བར་བཟོད་པ་འདི་ནི་དེའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| This acceptance that is free of any apprehension of self and other is their perfection of insight.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལྟར་ན་ཐབས་ལ་མཁས་པའི་བྱང་ཆུབ་སེམས་དཔའ་ངན་དུ་བརྗོད་པ་དང་ངན་དུ་སྨྲས་པའི་ཚིག་གི་ལམ་དང་། གཤེ་བ་དང་བསྡིགས་པ་དག་ཕ་རོལ་ལས་ཐོས་ནས་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་བསྒོམ་པ་ཡོངས་སུ་རྫོགས་པར་འགྱུར་ཞིང་ཐེག་པ་ཆེན་པོ་དེ་ལས་ཀྱང་མི་ཉམས་ཏེ་ ||| “Thus, Sāgaramati, when bodhisattvas who are skilled in means hear mean utterances, mean words, scolding, and words of intimidation spoken by someone else, they complete their cultivation of the six perfections and do not fall away from the Great Vehicle.
འདི་ནི་བྱང་ཆུབ་སེམས་དཔའི་ངག་གི་གནོད་པ་བཟོད་པའོ། ། ||| This is the bodhisattvas’ acceptance of verbal harm.
བློ་གྲོས་རྒྱ་མཚོ་དེ་ལ་བྱང་ཆུབ་སེམས་དཔའི་སེམས་ཀྱི་གནོད་པ་བཟོད་པ་གང་ཞེ་ན། ||| “What is the bodhisattvas’ acceptance of mental harm, Sāgaramati?
གང་བདུད་ཐམས་ཅད་ཀྱིས་བྱང་ཆུབ་ཀྱི་སེམས་དེ་ལས་ཕྲལ་ཡང་མི་གཡོ་བ་དང་། ཕས་ཀྱི་རྒོལ་བ་དམིགས་པར་ལྟ་བ་ལ་མངོན་པར་ཞེན་པ་ཐམས་ཅད་ཀྱིས་ཡང་དག་པའི་བསམ་པར་ཞུགས་པ་ཐམས་ཅད་མཁྱེན་པའི་སེམས་དེ་ལས་མོས་པ་བཟློག་ཀྱང་མི་བརྗེད་པ་དང་། ||| All māras, who unwaveringly try to separate others from the mind of awakening, and all obstructers, who are attached to ideologies, will continually attempt to undermine those who have set forth with a genuine intention to gain omniscience.
སངས་རྒྱས་ཀྱི་གཟུགས་སུ་འདུག་ཀྱང་མི་མཉམ་པ་དང་མཉམ་པའི་སེམས་དེ་ལས་ཉམས་པར་བྱེད་མི་ནུས་ཏེ་ ||| Nevertheless, such bodhisattvas do not forget their goal and even if they were to meet the Buddha in person, he would not be able to diminish their unequaled attitude.
བདུད་རྫུ་འཕྲུལ་རབ་ཏུ་ཆེན་པོ་དག་གིས་ཁྱོད་ཀྱིས་ཐེག་པ་ཆེན་པོ་ཡང་དག་པར་བསྒྲུབ་པར་མི་ནུས་ཀྱིས་ ||| Such māras of incredible magical power will say, ‘You cannot authentically accomplish the Great Vehicle!
