འཕགས་པ་བསྐལ་པ་བཟང་པོ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Good Eon
བདག་དང་གཞན་ལ་གནོད་པ་མེད་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་དག་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of diligence based on purity is the perfection of diligence that harms neither oneself nor others.
དངོས་པོ་མེད་པ་དང་དམིགས་པ་མེད་པའི་སྟོབས་བསྐྱེད་པ་ཐོབ་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་དག་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of concentration based on purity is the perfection of concentration consisting in attainment that generates the power of the absence of entities and the absence of apprehensions.
སྒྲིབ་པ་ཐམས་ཅད་བསལ་ཅིང་ཕྱིན་ཅི་ལོག་མེད་པ་རྣམ་པར་བསྒོམས་པ་གང་ཡིན་པ་དེ་ནི་དག་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| The perfection of insight based on purity is meditation that dispels all obscurations and is free from error.
འདི་དག་ནི་དག་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the six perfections of purity.
དེ་ལ་བརྟན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six perfections of stability?
བྱང་ཆུབ་སེམས་དཔའ་སྦྱིན་པ་སྦྱིན་པར་བྱེད་པ་ན་བདུད་ཀྱིས་སྤྲུལ་ནས་དབྱེ་བར་མི་ནུས་ཤིང་གདུང་བ་མེད་པར་བདོག་པ་ཐམས་ཅད་ཡོངས་སུ་གཏོང་བ་གང་ཡིན་པ་དེ་ནི་བརྟན་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of generosity based on stability occurs when bodhisattvas practice generosity such that they cannot be disturbed by the emanations of the māras and become able to relinquish all possessions without any anxiety.
ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དགེ་མཚན་དང་བཀྲ་ཤིས་ལ་མི་གནས་ཤིང་། བྱང་ཆུབ་ཏུ་ངེས་པར་བསྔོ་བ་གང་ཡིན་པ་དེ་ནི་བརྟན་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of discipline based on stability is the perfection of discipline that is not based on rites and rituals but dedicated wholly to awakening.
རྗེས་སུ་ཆགས་པ་དང་ཁོང་ཁྲོ་བ་མེད་ཅིང་ཐུན་མོང་མ་ཡིན་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་བརྟན་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of patience based on stability is the extraordinary perfection of patience that is free of attachment and anger.
མཁས་པས་བསྙེམས་པ་མེད་ཅིང་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྒྱུར་བྱེད་ནས་མི་སྐྱོ་བ་གང་ཡིན་པ་དེ་ནི་བརྟན་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of diligence based on stability is the absence of weariness that is free of conceit based on learning and causes the perfection of diligence.
ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཕྱིར་ཡོངས་སུ་བསྔོས་པ་དང་། དབང་བ་དང་། སྙོམས་པར་འཇུག་པ་དག་བརྟན་པར་བྱ་བའི་ཕྱིར་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་བརྟན་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of concentration based on stability is the perfection of concentration that is dedicated to the processes of ripening and practiced for the sake of stabilizing masteries and meditative attainments.
ཆོས་ལ་ངེས་པར་རྟོགས་པའི་བཟོད་པས་ངེས་པར་བྱུང་ཞིང་ཐམས་ཅད་དུ་རྨོངས་པ་མེད་པར་གནས་པའི་ཤེས་རབ་གང་ཡིན་པ་དེ་ནི་བརྟན་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| The perfection of insight based on stability is insight that gains emancipation and remains in all regards free of confusion through acceptance that clearly comprehends the Dharma.
འདི་དག་ནི་བརྟན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the six perfections of stability.
དེ་ལ་བརྟུན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six perfections of exertion?
དམིགས་པ་མེད་པར་གནས་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་བརྟུན་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of generosity based on exertion is the perfection of generosity that abides by nonapprehension.
བསྙེམས་པ་མེད་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་བརྟུན་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of discipline based on exertion is the perfection of discipline free of conceit.
རྗེས་སུ་ཆགས་པ་དང་ཁོང་ཁྲོ་བ་སྤོང་བ་ལ་དམིགས་པའི་བཟོད་པ་གང་ཡིན་པ་དེ་ནི་བརྟུན་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of patience based on exertion is patience that focuses on the abandonment of attachment and anger.
ངར་འཛིན་པ་དང་། སྡུག་བསྔལ་སྣ་ཚོགས་སྤང་བ་དང་། སྨད་པའི་ཕྱིར་བདག་གི་ངལ་བ་སྤངས་ནས་སྟོང་པ་ཉིད་ཀྱི་རྗེས་སུ་འཐུན་པ་གང་ཡིན་པ་དེ་ནི་བརྟུན་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of diligence based on exertion is the harmonizing with emptiness that occurs when one has abandoned one’s own discomfort in order to relinquish and denounce ego-clinging and the various forms of suffering.
གང་མི་རྟག་པས་ཡིད་བྱུང་སྟེ། རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྟོབས་རྙེད་ཅིང་ཡོངས་སུ་གཏུགས་པ་མེད་པས་ཕྱེ་བ་གང་ཡིན་པ་དེ་ནི་བརྟུན་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of concentration based on exertion is an uninterrupted understanding caused by sadness due to impermanence and mastery of dependent origination.
འདོད་ཆགས་དང་བྲལ་བར་ཞུགས་པ་གཉིས་སུ་མེད་པས་རབ་ཏུ་ཕྱེ་བའི་ཤེས་རབ་གང་ཡིན་པ་དེ་ནི་བརྟུན་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| The perfection of insight based on exertion is insight distinguished by nondual immersion in freedom from desire.
འདི་དག་ནི་བརྟུན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the six perfections of exertion.
དེ་ལ་ངོམས་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six perfections of satisfaction?
སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐར་པར་ཡོངས་སུ་སྔོ་ཞིང་འཁོར་བར་ཡོངས་སུ་མི་སྔོ་བ་གང་ཡིན་པ་དེ་ནི་ངོམས་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of generosity based on satisfaction is the perfection of generosity that is dedicated to liberation and not to saṃsāra.
ནག་ནོག་མེད་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་ངོམས་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of discipline based on satisfaction is the perfection of discipline that is uncontaminated.
བྱང་ཆུབ་སེམས་དཔའི་ངོམས་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནག་ནོག་ཅན་གང་ཡིན་པ་ཡོད་དེ། ཚུལ་ཁྲིམས་དེས་ཉན་ཐོས་ཀྱི་སའམ། རང་སངས་རྒྱས་ཀྱི་སར་སྨོན་པ་གང་ཡིན་པ་དེ་ནི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནག་ནོག་ཅན་ནོ། ། ||| There is also such a thing as a bodhisattva’s perfection of discipline based on satisfaction that is contaminated, namely the discipline that aspires to the levels of hearers or solitary buddhas.
སངས་རྒྱས་ཀྱི་ཡོན་ཏན་གྱི་བཀོད་པ་དཔག་ཏུ་མེད་པ་དག་འགྲུབ་པར་བྱེད་ཅིང་བླ་ན་མེད་པའི་སྨོན་ལམ་འདོད་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་ངོམས་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of patience based on satisfaction is the perfection of patience that accomplishes the immeasurable array of buddha qualities and aims for unsurpassable prayers.
འདུས་བྱས་རྣམས་ལ་ལྷག་པར་ཆགས་པ་མེད་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་ངོམས་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of diligence based on satisfaction is the perfection of diligence free from attachment to conditioned phenomena.
འཐུན་པ་དང་མི་འཐུན་པས་རབ་ཏུ་ཕྱེ་བའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་ངོམས་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of concentration based on satisfaction is the perfection of concentration that distinguishes what is conducive from what is not conducive.
རྣམ་པར་ཐར་པའི་སྒོ་གསུམ་ཡོངས་སུ་བཟུང་བའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་ངོམས་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| The perfection of insight based on satisfaction is the perfection of insight focused on the three gateways to liberation.
འདི་དག་ནི་ངོམས་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the six perfections of satisfaction.
དེ་ལ་འཇིག་རྟེན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six mundane perfections?
སྦྱིན་པ་བྱང་ཆུབ་ཀྱི་ཕྱིར་ཡོངས་སུ་མི་བསྔོ་བ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Mundane perfection of generosity is generosity that is not dedicated to awakening.
ཚུལ་ཁྲིམས་རྣམ་པ་བདུན་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Mundane perfection of discipline consists of the seven types of discipline.
སོ་སོར་བརྟགས་པའི་སྟོབས་ཀྱིས་བཟོད་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Mundane perfection of patience is fueled by analysis.
འཇིག་རྟེན་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འདུ་འཛི་ཅན་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Mundane perfection of diligence is socializing related to the mundane perfection of diligence.
སྐྱེ་བར་ཡོངས་སུ་བསྔོས་པའི་བསམ་གཏན་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Mundane perfection of concentration is concentration dedicated to birth.
འཇིག་རྟེན་གྱི་ཆོས་རྣམས་འདྲིས་པར་གནས་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| Mundane perfection of insight is the perfection of insight that is accustomed to the phenomena of the world.
འདི་དག་ནི་བྱང་ཆུབ་སེམས་དཔའི་འཇིག་རྟེན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the bodhisattvas’ six mundane perfections.
དེ་ལ་འཇིག་རྟེན་ལས་འདས་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six supramundane perfections?
བྱང་ཆུབ་ཀྱི་ཕྱིར་ཆོས་ཀྱི་སྦྱིན་པ་དང་། ཟང་ཟིང་གི་སྦྱིན་པ་མངོན་པར་བསྒྲུབས་པའི་བསོད་ནམས་ཀྱི་རྣམ་པར་སྨིན་པའི་བསམ་པ་འགྲུབ་ལ། མྱུར་དུ་མྱ་ངན་ལས་འདས་པ་ཞི་བ་མཆོག་ཐོབ་པར་འགྱུར་རོ་ཞེས། བཅོམ་ལྡན་འདས་ཀྱིས་ཇི་སྐད་གསུངས་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Supramundane perfection of generosity is what the Blessed One has explained as follows: ‘The ripening of the merit that is achieved through giving the Dharma and material things for the sake of awakening fulfills one’s wishes and soon brings the supreme peace of nirvāṇa.’
ཉན་ཐོས་དང་རང་སངས་རྒྱས་ཀྱི་ཆོས་རྣམས་ཀྱི་སྡོམ་པ་ཤིན་ཏུ་བསལ་ཞིང་གང་ན་བག་ཆགས་ཀྱི་ཉིང་མཚམས་སྦྱོར་བ་འགག་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Supramundane perfection of discipline is the dispelling of the vows of hearers and solitary buddhas and the cessation of the linkages of karmic imprints.
ཟག་པ་མེད་པའི་ཆོས་རྣམས་ཀྱིས་བཟོད་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Supramundane perfection of patience is acceptance in terms of unadulterated phenomena.
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ་པས་ནམ་བྱང་ཆུབ་ཀྱི་བར་དུ་སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཕྱིར་རྩོལ་བ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Supramundane perfection of diligence consists in efforts for the sake of ripening sentient beings—efforts that continue through to spiritual awakening and are based on having attained acceptance that phenomena are nonarising.
བྱང་ཆུབ་སེམས་དཔའི་ཆོས་ལ་དབང་པོ་དང་ཡེ་ཤེས་ཡོངས་སུ་རྫོགས་པར་བྱ་བའི་ཕྱིར་ཏིང་ངེ་འཛིན་དུ་གནས་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Supramundane perfection of concentration is to remain in absorption for the sake of perfecting the faculties and wisdom that are based on bodhisattva qualities.
ཉན་ཐོས་དང་རང་སངས་རྒྱས་རྣམས་དང་ཐུན་མོང་མ་ཡིན་པ་བྱང་ཆུབ་ཕྱོགས་གཅིག་པ་ཐམས་ཅད་མཁྱེན་པའི་ཡེ་ཤེས་མཐར་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་འཇིག་རྟེན་ལས་འདས་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| Supramundane perfection of insight is the perfection of the wisdom of omniscience, the single factor of awakening that is not shared with hearers and solitary buddhas.
འདི་དག་ནི་འཇིག་རྟེན་ལས་འདས་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ།། །། ||| Such are the six supramundane perfections.
དེ་ལ་བླ་ན་མེད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six unsurpassable perfections?
སངས་རྒྱས་ཀྱི་ཞིང་དུ་བྱང་ཆུབ་སེམས་དཔའ་དབང་བསྐུར་བའི་བཀོད་པ་ཚད་མེད་པ་དང་། ང་རྒྱལ་ལ་གནས་པའི་སེམས་ཅན་རྣམས་ཀྱི་མོས་པའི་རྣམ་པར་སྨིན་པ་བསྐལ་པ་གྲངས་མེད་པར་རྒྱུན་མི་འཆད་པ་གང་ཡིན་པ་དེ་ནི་བླ་ན་མེད་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The unsurpassable perfection of generosity consists of infinite displays that empower bodhisattvas within buddha realms as well as the continuous process of ripening proud sentient beings throughout incalculable eons.
ཆོས་ཀྱི་འདུ་ཤེས་ལ་གནས་ནས་ངན་སོང་གསུམ་ཡོངས་སུ་སྤངས་ཏེ་སངས་རྒྱས་ཀྱི་ཞིང་ཡོངས་སུ་འཛིན་པ་གང་ཡིན་པ་དེ་ནི་བླ་ན་མེད་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Unsurpassable perfection of discipline is to maintain the perception of the Dharma such that the three lower realms are relinquished, and the buddha realms are occupied.
བྱང་ཆུབ་སེམས་དཔའི་འཁོར་གསེར་གྱི་མདོག་ལྟ་བུར་འགྱུར་བ། གནོད་སེམས་ཐམས་ཅད་ཆུང་བ་གང་ཡིན་པ་དེ་ནི་བླ་ན་མེད་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Unsurpassable perfection of patience is the universal decrease of animosity that gives the circle of bodhisattvas their golden hue.
ཇི་ལྟར་བྱང་ཆུབ་སེམས་དཔའ་མི་འཁྲུགས་པའི་ཡི་དམ་མ་བཏང་བ་གང་ཡིན་པ་དེ་ནི་བླ་ན་མེད་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Unsurpassable perfection of diligence is not letting go of the bodhisattva’s unshakable commitment.
ཁྱིམ་པར་གྱུར་པ་བཙུན་མོའི་འཁོར་ན་གནས་ཀྱང་བསམ་གཏན་བཞི་ཆུད་མི་ཟ་ལ་འདི་ལྟར་སངས་རྒྱས་ཀྱི་ཞིང་དུ་འཁོར་ཉོན་མོངས་པ་ཆུང་བའི་རྣམ་པར་སྨིན་པ་གང་ཡིན་པ་དེ་ནི་བླ་ན་མེད་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| Unsurpassable perfection of concentration is ensuring that the four concentrations are not wasted even if one is to dwell as a householder within a harem, and this ripens as a retinue with few defilements within a buddha realm.
སངས་རྒྱས་ཀྱི་ཞིང་ཡོངས་སུ་འཛིན་ཅིང་ཚེ་དཔག་ཏུ་མེད་པ་དང་། བཀོད་པ་དཔག་ཏུ་མེད་པ་དང་། འཁོར་དཔག་ཏུ་མེད་པའི་ནང་དུ་སྤོབས་པ་གང་ཡིན་པ་དེ་ནི་བླ་ན་མེད་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| Unsurpassable perfection of insight is to maintain buddha realms with limitless life, limitless arrays, and eloquence amidst a limitless audience.
འདི་དག་ནི་བླ་ན་མེད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the six unsurpassable perfections.
དེ་ལ་གཡེང་བ་མེད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six perfections free from distraction?
བྱང་ཆུབ་སེམས་དཔའ་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡོངས་སུ་བསྔོ་བའི་རྣམ་པར་སྨིན་པས་མངོན་པར་ཤེས་པ་མྱུར་བར་འགྱུར་བ་གང་ཡིན་པ་དེ་ནི་གཡེང་བ་མེད་པའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of generosity free from distraction is the bodhisattva’s perfection of generosity that swiftly gains superknowledge through the ripening by way of dedication.
ས་གང་ན་གང་གི་འཕགས་པའི་ཆོས་རྣམས་རྒྱུན་མི་འཆད་པར་གནས་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གང་ཡིན་པ་དེ་ནི་གཡེང་བ་མེད་པའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of discipline free from distraction is the perfection of discipline that continuously adheres to noble qualities pertaining to the various spiritual levels.
དགེ་བའི་ཆོས་ཐམས་ཅད་སྒྲུབ་པར་བྱེད་པ་གང་ཡིན་པ་དེ་ནི་གཡེང་བ་མེད་པའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of patience free from distraction is the accomplishment of virtuous qualities.
ཡིད་བྱུང་བས་རབ་ཏུ་བསྐྱེད་པ་དང་། མྱ་ངན་ལས་འདས་པས་རབ་ཏུ་བསྐྱེད་པ་དང་། འདོད་ཆགས་དང་བྲལ་བས་རབ་ཏུ་བསྐྱེད་པ་དང་། མ་དད་པ་རྣམས་ཀྱི་དྲན་པ་དང་། སངས་རྒྱས་རྣམས་ཀྱི་དགེ་བའི་རྩ་བ་ལས་བརྩམས་པ་གང་ཡིན་པ་དེ་ནི་གཡེང་བ་མེད་པའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of diligence free from distraction is produced through disillusionment, nirvāṇa, and freedom from desire. It is undertaken due to recollection of those who lack faith and the buddhas’ roots of virtue.
བསམ་གཏན་ལ་གནས་ནས་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་འཇུག་པ་དང་། འདོད་པ་ན་སྤྱོད་པའི་ཆོས་རྣམས་ལྷག་པར་མཐོང་ཡང་མི་སྤོང་ལ། སྐྱོན་དང་སྐྱོན་མེད་པ་རྟོགས་པ་གང་ཡིན་པ་དེ་ནི་གཡེང་བ་མེད་པའི་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of concentration free from distraction is the understanding of the perfection of insight while remaining in concentration. Although one clearly recognizes the phenomena of the desire realm, one does not relinquish them but correctly distinguishes between the presence and absence of flaws.
ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་ཀྱང་སྤྱོད་ཅིང་འཇིག་རྟེན་གྱི་ཆོས་ཐམས་ཅད་ཀྱང་སྤྱོད་ལ་སྐྱོན་དང་སྐྱོན་མེད་པ་ཡང་རྟོགས་པ་དང་། བྱང་ཆུབ་སེམས་དཔའི་ཆོས་རྣམས་ཀྱང་སྤྱོད་ལ་སྐྱོན་དང་སྐྱོན་མེད་པ་ཡང་རྟོགས་པ་གང་ཡིན་པ་དེ་ནི་གཡེང་བ་མེད་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟེ། ||| The perfection of insight free from distraction is to practice the six perfections while correctly distinguishing between the presence and absence of flaws in relation to all the phenomena of the world and the qualities of the bodhisattvas.
འདི་དག་ནི་བྱང་ཆུབ་སེམས་དཔའི་གཡེང་བ་མེད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གོ། ། ||| Such are the six perfections free from distraction.
དེ་ལ་མི་འཁོར་བའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་གང་ཞེ་ན། ||| “What are the six perfections of not cycling in saṃsāra?
བྱང་ཆུབ་སེམས་དཔའ་དམིགས་པ་མེད་པ་ལ་གནས་པའི་སྦྱིན་པ་གང་ཡིན་པ་དེ་ནི་མི་འཁོར་བའི་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of generosity of not cycling in saṃsāra is the generosity of a bodhisattva who abides by nonapprehension.
ཉན་ཐོས་དང་། རང་སངས་རྒྱས་དང་། སངས་རྒྱས་ཀྱི་ཆོས་རྣམས་ལས་ཕྱིར་མི་ལྡོག་པ་གང་ཡིན་པ་དེ་ནི་མི་འཁོར་བའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of discipline of not cycling in saṃsāra is to not regress from the qualities of hearers, solitary buddhas, and buddhas.
ངར་འཛིན་དང་། ང་ཡིར་འཛིན་པ་ཆད་ཅིང་རྗེས་སུ་ཆགས་པ་དང་། ཁོང་ཁྲོ་བ་ལས་དབེན་པ་གང་ཡིན་པ་དེ་ནི་མི་འཁོར་བའི་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of patience of not cycling in saṃsāra is to cut through grasping in terms of ‘I’ and ‘mine’ and to stay clear of attachment and anger.
དེ་སེམས་ཅན་གཞན་གྱི་ངོར་བལྟ་ཞིང་ཡེ་ཤེས་ལས་མི་ལྡོག་པ་ཕ་རོལ་གནོན་པ་གང་ཡིན་པ་དེ་ནི་མི་འཁོར་བའི་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའོ། ། ||| The perfection of diligence of not cycling in saṃsāra is to show concern for others, remain with wisdom, and subdue adversaries.
