ཀླུའི་རྒྱལ་པོ་རྔ་སྒྲའི་ཚིགས་སུ་བཅད་པ། ||| The Verses of Nāga King Drum
རེས་འགའ་བཀྲེས་དང་སྐོམ་པའང་བཟོད་པར་བྱ། །དུས་སུ་བདེ་དང་སྡུག་བསྔལ་དང་དུ་བླང་། ། ||| “ ‘Accept hunger and thirst at times, And embrace pain and pleasure at other times.
ནོར་ཕྱིར་བྲན་བཞིན་བཀོལ་པར་མི་བྱ་སྟེ། །ཁྲོ་བའི་དབང་དུ་གྱུར་པར་མི་བྱའོ། ། ||| Avoid being exploited like a servant for the sake of wealth, And do not let yourself be controlled by anger.
རེས་འགའ་དགའ་བའི་གླུ་དང་སིལ་སྙན་གྱིས། །རྩེ་ཞིང་ཤ་དང་ཆང་ཡང་སྤྱད་པར་བྱ། ། ||| “ ‘Take pleasure in song and music at times; And relish meat and alcohol.
རེས་འགའ་རི་དགས་ལྟ་བུར་འཇིགས་བཞིན་སོང་། །དུས་སུ་གཅན་གཟན་བཞིན་དུ་ཉམས་རྩལ་བསྟན། ། ||| Move cautiously like a deer at times, Yet display the prowess of a predator when the time is right.
དང་པོར་དུས་དང་དུས་མིན་དང་། །བདག་ཉིད་སྟོབས་ལྡན་སྟོབས་མེད་དང་། །དར་དང་རྒུད་པ་བརྟགས་ནས་སུ། ། ||| “ ‘Initially, assess whether or not the time is right, Whether or not you have the necessary strength, And whether there will be success or failure—
དེ་ནས་དོན་རྣམས་ལེགས་པར་བརྩམ། ། ||| Only then should you act upon the matter.
བཟོད་མེད་རྣམས་ལ་བཟོད་པ་དང་། །བཟོད་ལྡན་རྣམས་ལའང་བཟོད་པར་གྱིས། ། ||| “ ‘Be patient with those who are impatient, And also with those who are patient.
ཉམ་ཆུང་རྣམས་ལའང་བཟོད་པ་དང་། །སྟོབས་ལྡན་རྣམས་ལ་རྟག་བཟོད་གྱིས། ། ||| Be patient with those who are weak, And always with those who are strong.
འཁོན་གྱིས་འཁོན་ཞིར་ནམས་ཀྱང་མི་འགྱུར་བས། །བཟོད་མེད་རྣམས་ལའང་བཟོད་པར་བྱས་ན་ལེགས། ། ||| “ ‘Since hostility never pacifies hostility, It is better to be patient with those who lack patience themselves.
ཁྲོས་པ་རྣམས་ལ་རྟག་ཏུ་དང་བ་དང་། །གཞན་གྱི་སྐྱོན་རྣམས་རྟག་ཏུ་བཅབ་པར་གྱིས། ། ||| Always be tranquil with those who are irritable, And always ignore others’ faults.
གཙོ་བོ་རྣམས་ཀྱི་ཚིག་ནི་འཇིགས་ཕྱིར་དང་། །འཐབ་ཟླའི་ཚིག་དག་འཐབ་གཅུགས་གྱུར་ཕྱིར་བཟོད། ། ||| “ ‘Words of superiors are meant to intimidate, and Words of rivals are meant to provoke a fight, so have patience.
གང་ཞིག་འོག་མའི་ཚིག་དག་བཟོད་བྱེད་པ། །དེ་ནི་བཟོད་པའི་མཆོག་ཅེས་དམ་པས་གསུངས། ། ||| The noble ones have declared that showing patience for the words of one’s inferiors Is known as the supreme patience.
གཤེ་དང་གྱ་ཚོམ་སྨྲ་བ་དང་། །ཚིག་ངན་སྨྲ་བར་བྱེད་པ་ལ། །བློ་གྲོས་ཆུང་ངུ་མི་བཟོད་དེ། །པད་མ་ལ་ནི་རྡོ་ཆར་བཞིན། ། ||| “ ‘Small-minded people who are impatient With those who curse, speak rashly, And use harsh words Are like hail falling on a lotus flower.
གཤེ་དང་གྱ་ཚོམ་སྨྲ་བ་དང་། །ཚིག་ངན་སྨྲ་བར་བྱེད་པ་ལ། །མཁས་པ་ཤིན་ཏུ་བཟོད་བྱེད་དེ། །གླང་ཆེན་མེ་ཏོག་ཆར་པ་བཞིན། ། ||| “ ‘Those learned ones who demonstrate great patience To those who curse, speak rashly, And use harsh words Are like a rain of flowers falling on an elephant.
ཁྲོ་བ་དང་ནི་བརྫུན་དག་དང་། །ཚིག་ངན་སྨྲ་བར་བྱེད་པ་ལ། །མཁས་པ་ཤེས་རབ་ལྡན་གྱུར་པ། །གང་ཡིན་དེ་ནི་ཐམས་ཅད་བཟོད། ། ||| “ ‘The learned, possessing wisdom, Have patience for all those Who are angry and deceitful, And who use harsh words.
རྡོ་བ་བསྲེགས་ཀྱང་འཇུ་མི་འགྱུར། །ཆར་པ་བབ་ཀྱང་འཇིག་པ་མེད། ། ||| “ ‘A rock does not melt when burned, Nor does it dissolve in the rain;
དེ་བཞིན་བདེ་དང་སྡུག་བསྔལ་གྱིས། །མཁས་པ་ཉམས་པར་འགྱུར་བ་མེད། ། ||| Likewise, the learned never succumb To either happiness or pain.
གང་ཞིག་བདེན་པས་གཤེ་བྱེད་པ། །དེ་ལ་མཁས་པས་བཟོད་པར་བྱེད། ། ||| “ ‘When justly scolded, The learned remain patient;
བདེན་པ་མ་ཡིན་པ་ཡང་བཟོད། །དེ་ལས་གཞན་པ་བསྟན་དུ་མེད། ། ||| But they also remain patient when unjustly accused. No one demonstrates this apart from them.
འདི་ལྟར་སྐྱེས་བུ་མཁས་པ་ནོར་གྱི་ཕྱིར། །སྡུག་བསྔལ་བཟོད་བྱ་བཟོད་པར་འགྱུར་བར་བར་བྱ། ། ||| “ ‘In this way, the learned may strive to endure Tolerable suffering for the sake of wealth;
གལ་ཏེ་མི་བཟོད་མྱ་ངན་རྣམ་སྤངས་ཏེ། །གཞན་དུ་སོང་ན་སྟོང་ཕྲག་རྙེད་དང་འདྲ། ། ||| But if they can abandon intolerable miseries And go elsewhere, it is like gaining a thousandfold.
ཡལ་ག་སྙེགས་ལ་འཇུ་བར་མི་བྱ་ཞིང་། །ཆགས་བྲལ་སེམས་ལ་ཆགས་པར་མི་བྱ་སྟེ། ། ||| “ ‘Don’t try to reach and grasp for branches. Instead, be free from desire, and don’t let your mind become attached.
བཟང་ཞིང་སྡུག་པས་ས་སྟེང་གང་བས་ན། །འཇིག་རྟེན་ཡངས་པ་གཞན་དུ་འགྲོར་ཟད་མོད། ། ||| Since the Earth is filled with good and pleasant things, Surely you can go elsewhere in this wide world?
གང་ན་བརྙས་བྱེད་བཀུར་སྟི་མི་བྱེད་དང་། །སྨོད་པར་བྱེད་ཅིང་སྟོད་པར་མི་བྱེད་ན། ། ||| “ ‘Wherever you are scorned, disrespected, Ridiculed, or defamed,
མཁས་དང་བླུན་འགྲོགས་ཆེད་ཀ་མི་ཆེ་བས། །རང་རྒྱལ་བཞིན་དུ་མ་སྨྲ་དེ་འགྲོ་རིགས། ། ||| It is better to leave quietly like a solitary buddha. There is no good reason for the learned to keep company with fools.
གང་ན་སྐྱེས་བུ་འཐབ་ལ་དགའ་གྱུར་ནས། །གཡོ་སྒྱུའི་བསམ་ལྡན་རྟག་ཏུ་གླགས་ཀྱང་བྱེད། ། ||| “ ‘Wherever people take delight in conflict, Entertain deceitful thoughts, are persistently malicious,
ཀྱལ་པ་དབྱེན་བརྫུན་ཚིག་རྩུབ་སྨྲ་བྱེད་པ། །དེ་ཚེ་མཁས་པ་མྱུར་དུ་ཡུལ་གཞན་སོང་། ། ||| And indulge in gossipy, divisive, deceitful, or abusive speech, The learned will swiftly leave for other places.
གང་ན་མི་རྣམས་འཚོ་བར་བྱེད་གྱུར་ནས། །ཕན་ཚུན་གནོད་ལ་འབེབས་པར་དགའ་བ་དང་། །ལུས་དང་ངག་ཡིད་སྡོམ་པ་མེད་གྱུར་པ། །དེ་ཚེ་མཁས་པ་མྱུར་དུ་ཡུལ་གཞན་སོང་། ། ||| “ ‘Wherever people indulge in violence To make their living, And are frivolous in thought, word, and deed, The learned will swiftly leave for other places.
གང་ན་མི་རྣམས་ཕྲག་དོག་བྱེད་གྱུར་ནས། །གཞན་གྱི་རྙེད་ལ་རྟག་ཏུ་མི་བཟོད་ཅིང་། །སྡང་བའི་བསམ་པས་རྣམ་རྨོངས་ཚུལ་འཆོས་པ། ། ||| “ ‘Wherever people are overcome by jealousy, And can never accept the success of others, Or maliciously resort to treachery and duplicity,
དེ་ཚེ་བདག་འདོད་ཡུལ་གཞན་འགྲོ་བར་གྱིས། ། ||| Those who care for their own good must leave for other places.
གང་ན་མི་རྣམས་སྡིག་བྱེད་འདོད་གྱུར་ནསབཀུར་སྟི་འདོད་ཅིང་ཚུལ་འཆོས་གཡོ་སྒྱུ་བྱེད། ། ||| “ ‘Wherever people are bent on committing evil, Seek veneration while resorting to treachery and duplicity,
ནང་ཡང་མ་དག་ཕྱི་ཡང་མ་དག་པ། །དེ་ཚེ་བདག་འདོད་ཡུལ་གཞན་འགྲོ་བར་གྱིས། ། ||| Or are impure both within and without, Those who care for their own good must leave for other places.
གང་ན་མི་རྣམས་ཞེ་ས་མེད་གྱུར་ནས། །ཡ་རབས་ཚུལ་མེད་ཁེངས་ཤིང་ང་རྒྱལ་ལ་ལྡན། །བྱིས་པས་མཁས་པ་རྟག་ཏུ་བརྙས་བྱེད་པ། ། ||| “ ‘Wherever people lack respect, and Are lacking good manners, proud, and arrogant, and Wherever the childish constantly belittle the learned,
དེ་ཚེ་བདག་འདོད་ཡུལ་གཞན་འགྲོ་བར་གྱིས། ། ||| Those who care for their own good must leave for other places.
གང་དང་གང་དུ་བཟའ་བཏུང་དང་། །གང་དུ་གོས་རྣམས་རྙེད་པ་དང་། །གང་དུ་འཚོ་བ་དེར་སོང་ལ། ། ||| “ ‘Wherever you can find food and drink, Clothing and sustenance, Go there—
ཆགས་འགྱུར་གནས་སུ་མ་འདུག་ཅིག ། ||| Dwell not in havens that breed desire.
ལན་འགའ་རྩོད་འགྱུར་སྲེད་པ་གང་ཡིན་སྤོངས། །རྟག་ཁེངས་མཆོད་མེད་ང་རྒྱལ་གང་ཡིན་སྤོངས། ། ||| “ ‘Abandon craving, which occasionally even causes fights, Abandon arrogance, which is always inflated and vain,
འབྲས་བུ་ངན་པའི་ཁྲོ་བ་གང་ཡིན་སྤོངས། །ཕོངས་དུས་མི་ལྟའི་གྲོགས་པོ་གང་ཡིན་སྤོངས། ། ||| Abandon anger, which bears only harmful consequences, And abandon friends, who do not visit when you are in need.
མེ་ཡིས་གང་བའི་ལམ་འདྲའི་མ་རིག་སྤོངས། ། ||| “ ‘Abandon ignorance, which is like a fiery path;
བྱས་གཟོ་མེད་པའི་གཉེན་འདྲའི་འདོད་ཆགས་སྤོངས། ། ||| Abandon desire, which is like an ungrateful friend;
མཆེ་བ་མི་བཟད་ཀླུ་འདྲའི་ཆགས་པ་སྤོངས། ། ||| Abandon attachment, which is like a nāga with terrifying fangs;
དགྲ་བོ་མཚོན་ཐོགས་ལྟ་བུའི་སྡུག་བསྔལ་སྤོངས། ། ||| and Abandon suffering, which is like well-armed enemy.
ཀླུ་མོ་ལྟ་བུ་མི་བཟད་ཆུང་མ་སྤོངས། ། ||| “ ‘Abandon your wife, that horrific nāginī;
མགོ་ལ་མེ་འབར་ལྟ་བུའི་བུ་རྣམས་ཐོང་། ། ||| Give up your children, who are like fire burning on your head;
འགོ་བའི་ནད་བཅས་ལྟ་བུའི་ཁྱིམ་རྣམས་ཐོང་། ། ||| Give up your household, which is like a contagious disease;
བཏུང་བ་དུག་ཆེན་ལྟ་བུའི་འདོད་པ་ཐོང་། ། ||| and Give up desire, which is like a poisonous drink.
ཁྱིམ་གྱི་ཕྱིར་ནི་གཅིག་བཏང་སྟེ། །གྲོང་ཁྱེར་དོན་དུ་ཁྱིམ་བཏང་ངོ་། ། ||| “ ‘For the sake of the family, one must give up a member; For the sake of the town, one must give up a family;
ལྗོངས་ཀྱི་ཕྱིར་ནི་གྲོང་ཁྱེར་ཏེ། །བདག་གི་དོན་དུ་ས་བཏང་ངོ་། ། ||| For the sake of the country, one must give up a town; and For one’s own sake, one must give up the world.
མི་ཡི་ཡན་ལག་ཕྱིར་ནི་ནོར་བཏང་ཞིང་། །སྲོག་གི་དོན་དུ་ཡན་ལག་གཏང་བར་བྱ། ། ||| “ ‘For the sake of their limbs, people will give up money; And for the sake of their lives, they will give up their limbs.
ནོར་དང་ཡན་ལག་རྣམས་དང་དེ་བཞིན་སྲོག །ཐམས་ཅད་བཏང་གི་འདིར་ནི་ཆོས་སྲུང་ངོ་། ། ||| Yet, to practice the Dharma, one must give away everything— Wealth, limbs, and even one’s life.
ཆོས་སྤྱོད་པ་ལ་འཇིགས་སྐྲག་མེད་པ་ཉིད། །ཆོས་སྤྱོད་པ་དག་ངན་འགྲོར་མི་འགྲོ་སྟེ། ། ||| “ ‘Those practicing the Dharma will have no fear. Those practicing the Dharma will not go to the lower realms.
ཆོས་སྤྱོད་པ་ནི་འདོད་པའི་འགྲོ་བར་འགྲོ། །ཆོས་མི་སྤྱོད་པ་ཤི་ནས་གདུང་བར་འགྱུར། ། ||| Those practicing the Dharma will go wherever they wish. Those not practicing the Dharma will die and suffer.
མཁས་པ་ནོར་རྙེད་དགའ་བར་མི་འགྱུར་ལ། །ནོར་ཟད་ན་ཡང་བློ་གྲོས་མི་འཁྱིམ་པར། ། ||| “ ‘The learned take no joy in gaining wealth, Nor do they lose their minds when it runs out.
འཇིག་རྟེན་དག་ན་ཅི་དགར་ལེགས་རྒྱུ་བ། །སེམས་ཅན་ནང་ན་མི་ཡི་སྙིང་པོར་ཆུད། ། ||| The ability to move easily wherever one wants in the world Is what makes humans so special among all its beings.
གང་ཞིག་དགའ་བས་གཞན་ལ་ནོར་སྦྱིན་ཞིང་། །ང་རྒྱལ་འཚེ་བ་རྣམ་སྤངས་བདེན་ལ་གནས། ། ||| “ ‘Those who happily give to others, Abandon arrogance and harm, remain truthful,
རྒྱ་མཚོ་འདྲ་བའི་སེམས་ལྡན་དེ་དག་ནི། །དཔའ་བོ་རྟུལ་ཕོད་ཡ་རབས་ཐབས་ལྡན་ཡིན། ། ||| And possess oceanic minds Are indeed courageous, valorous, courteous, and skillful.
གང་ཞིག་དེ་དང་དེ་ལ་ལེགས་བསླབས་པས། །དོན་རྣམས་ཀུན་ལ་མཁས་པར་གྱུར་པ་དང་། ། ||| “ ‘Whoever trains in all these things Will become learned in all subjects.
དེས་ལ་འགྲོགས་ན་བདེ་བ་དེ་དག་ནི། །དམ་པས་ལེགས་པ་ཡིན་ཞེས་བསྔགས་པ་མཛད། ། ||| Such gentle and amiable people Will be praised by sublime beings.’
ཉེ་རྔས་སྨྲས་པ། རྔ་ཁྱོད་ལ་ནི་ཕྱི་ཕྱིར་ཞིང་། །འདི་བདག་ནི་རབ་ཏུ་དད། ། ||| “Tambour then replied, ‘O Drum, as time has passed, My faith in you has greatly increased.
བདག་གི་ལུས་འདི་བསྐམས་པ ||| Whether my body becomes emaciated,
འམ། །ཡང་ན་སེམས་ནི་མེད་ཀྱང་སླ། ། ||| “ ‘Or I lose my senses, I care not!
སྡུག་བསྔལ་ཤིན་ཏུ་མི་བཟད་པར། །ལྷུང་ཡང་ཕྱིན་ཆད་སྡིག་མི་བགྱིད། ། ||| Even if I fall into unbearable suffering, I shall not commit negativities in the future.
ཚུལ་ཁྲིམས་ཉམས་པ་གསོན་པ་བས། །ཚུལ་ཁྲིམས་ལྡན་པ་ཤི་ཡང་སླ། ། ||| Rather than living with impaired discipline, “ ‘It is better to die with my discipline intact.
སྐྱེ་བ་གཅིག་ཏུ་འདི་ཡི་ཕྱིར། །ཇི་ལྟ་བུར་ནི་མི་ཟད་སྦྱང་། ། ||| Therefore, within a single lifetime, I will train correctly and untiringly.’ ”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ། ||| The Blessed One continued,
སྔོན་ཚེ་གང་དུ་རབ་གནས་ཤིང་། །དེ་དང་དེར་ནི་སྐྱེས་པ་ན། ། ||| “In the past, wherever I dwelled, And wherever I was born,
མི་དགེའི་གྲོགས་དང་འགྲོགས་པ་ཡིས། །ང་ཡི་མི་དགེ་ལས་རྣམས་བྱས། ། ||| I wound up committing negative deeds Due to keeping all sorts of negative company.
དགེ་བའི་བཤེས་དང་ཕྲད་པ་ན། ། ||| “Once I met a spiritual friend,
མི་དགེའི་ལས་རྣམས་སྤངས་པ་ཡིས། །བདག་གིས་མི་དགེའི་ལས་རྣམས་བསལ། ། ||| I abandoned negative deeds And so I eradicated negative karma.”
བཅོམ་ལྡན་དེ་བཞིན་གཤེགས་པ་ཡིས། །སྔོན་གྱི་གནས་རྣམས་མངོན་མཁྱེན་ནས། ། ||| The Blessed Thus-Gone One Knows the realities of all former lives.
དེ་ཕྱིར་དགེ་སློང་རྣམས་ལ་ནི། །ཐུབ་པས་ལུང་ཡང་བསྟན་པར་མཛད། ། ||| Therefore, the Sage now turned to the monks And spoke these words:
སྔོན་ཚེ་ང་ནི་རྔར་གྱུར་ཏེ། ། ||| “In the past, I was Drum,
ཀུན་དགའ་བོ་ནི་ཉེ་རྔ་ཡིན། ། ||| Ānanda was Tambour, and
ལྷ་སྦྱིན་རྔ་སྒྲར་གྱུར་ཏོ་ཞེས། ། ||| Devadatta was Drumbeat.
སྐྱེས་རབས་དེ་ལྟར་གཟུང་བར་གྱིས། ། ||| Remember our past lives in this fashion.”
ཆོས་རྣམས་སྡུད་པར་བྱེད་པ་ཡི། །དོན་རྒྱས་མདོ་སྡེ་འདི་ཐོས་ནས། ། ||| Having heard this meaningful discourse That condenses the entire Dharma,
དགེ་སློང་ཐམས་ཅད་གུས་བཅས་པར། །ཆོས་ལ་སྤྱད་པ་ཉིད་དུ་གྱིས། ། ||| All the monks respectfully engaged In the practice of the Dharma.
ཀླུའི་རྒྱལ་པོ་རྔ་སྒྲའི་ཚིགས་སུ་བཅད་པ་རྫོགས་སོ།། །། ||| This completes The Verses of Nāga King Drum.
