སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ། ||| Homage to all the buddhas and bodhisattvas!
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཉོན་མོངས་པ་མི་དམིགས་པའི་ཕྱིར་ཀུན་ནས་དཀྲིས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are devoid of afflicted concepts, they are unfettered.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རང་བཞིན་གྱིས་མ་སྐྱེས་པའི་ཕྱིར་ཡོངས་སུ་གདུང་བ་མེད་པའོ། ། ||| Monk, as all phenomena are nonarising by nature, they are entirely free from pain.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་དབེན་པའི་ཕྱིར་སྒྲིབ་པ་མེད་པའོ། ། ||| Monk, as all phenomena are void, they are unobscured.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རང་བཞིན་གྱིས་ལྡང་བ་མེད་པའི་ཕྱིར་ཞེ་སྡང་མེད་པའོ། ། ||| Monk, as all phenomena are free of hatred by nature, there is no hatred.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རང་བཞིན་གྱིས་འོད་གསལ་བའི་ཕྱིར་གཏི་མུག་མེད་པའོ། ། ||| Monk, as all phenomena are luminous by nature, there is no delusion.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་མིག་ཡོར་ལྟ་བུ་སྟེ་རྣམ་པར་སྨིན་པ་མེད་པའོ། ||| Monk, as all phenomena are like hallucinations, there is no karmic maturation.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ལོག་པར་སྣང་བའི་ཕྱིར་སྒྱུ་མ་ལྟ་བུའོ། ། ||| Monk, as all phenomena appear mistakenly, they are like illusions.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཡང་དག་པ་མ་ཡིན་པར་ཀུན་ཏུ་བརྟགས་པའི་ཕྱིར་གནས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are constructed falsely, they are nonabiding.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་རྣམས་ཀྱིས་མེད་བཞིན་དུ་སྒྲོ་བཏགས་པའི་ཕྱིར་རྣམ་པར་རྨོངས་པར་བྱེད་པའོ། ། ||| “Monk, as childish ordinary beings project existence onto nonexistent phenomena, they act completely blindly.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རྐྱེན་ཕན་ཚུན་འགལ་བའི་ཕྱིར་སྐྱེ་བ་མེད་པའོ། ། ||| Monk, as all phenomena are mutually contradictory conditions, they are nonarising.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ལམ་ཆད་པའི་ཕྱིར་ཆགས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are without path, they are unattached.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཉོན་མོངས་པ་ཡང་དག་པ་མ་ཡིན་པའི་ཕྱིར་ཉོན་མོངས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are not truly afflicted, they are free from afflictions.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ནམ་མཁའ་ལྟར་ཡོངས་སུ་དག་པའི་ཕྱིར་དྲི་མ་མེད་པའོ། ། ||| Monk, as all phenomena are as immaculate as space, they are stainless.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཅི་ལས་ཀྱང་དབེན་པའི་ཕྱིར་ཅི་ཡང་མ་ཡིན་པའོ། ། ||| Monk, as phenomena are nothing but void, they are nothing whatsoever.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ངོ་བོ་ཉིད་ཀྱིས་མ་སྐྱེས་པའི་ཕྱིར་དུལ་བའོ། ། ||| Monk, as all phenomena are inherently nonarising, they are tamed.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་སྔོན་གྱི་མཐའ་དང་། ཕྱི་མའི་མཐའ་དང་། དབུས་ཡོངས་སུ་བཅད་པའི་ཕྱིར་མི་བདེན་པའོ། ། ||| Monk, as all phenomena are devoid of an earlier limit, a later limit, and a middle, they are untrue.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་གཅིག་ལ་གཅིག་རྒྱུར་འགྱུར་བ་མེད་པའི་ཕྱིར་གྲོལ་བའོ། ། ||| Monk, as no phenomenon is the cause of another, phenomena are liberated.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རྩྭ་དང་། ཤིང་དང་། རྩིག་པ་པ་དང་། བོང་བ་དང་འདྲ་བའི་ཕྱིར་བེམས་པོ་ཡིན་ནོ། ། ||| Monk, as all phenomena are like grass, wood, walls, and clods of dirt, they are material substance.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ནམ་མཁའ་དང་ཚུལ་འདྲ་བའི་ཕྱིར་ངོ་བོ་མེད་པའོ། ། ||| Monk, as all phenomena are like space, they are essenceless.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཆགས་པ་མེད་པའི་ཕྱིར་མཉམ་པའོ། ། ||| Monk, as no phenomenon is anything to be attached to, phenomena are equal.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ནམ་མཁའི་ལུས་དང་། ཆང་པ་སྟོང་པ་དང་འདྲ་བའི་ཕྱིར་གཟུང་དུ་མེད་པའོ། ། ||| Monk, as all phenomena are like a body of space and an empty hand, they cannot be grasped.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཡེ་ཤེས་དང་ལྡན་པ་རྣམས་ཀྱིས་ཡོངས་སུ་བཙལ་བའི་ཕྱིར་ཐོབ་པ་མེད་པའོ། ། ||| Monk, as all phenomena have been the objects of thorough searches by those endowed with exalted wisdom, they are unobtained.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་དུས་གསུམ་ཡོངས་སུ་དག་པའི་ཕྱིར་དུས་མེད་པའོ། ། ||| Monk, as all phenomena are free of the three times, they are timeless.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་མུན་པར་ཆགས་པ་མེད་པའི་ཕྱིར་སྦྱོར་བ་མེད་པའོ། ། ||| Monk, as all phenomena are nothing to be benightedly attached to, they are not to be engaged with.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་སྒྲིབ་པ་ལས་དབེན་པའི་ཕྱིར་ཟུག་རྔུ་མེད་པའོ། ། ||| Monk, as all phenomena are devoid of obscurations, they are free of pain.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་མྱ་ངན་ལས་འདས་པ་དང་མཚུངས་པའི་ཕྱིར་བདེ་བའོ། ། ||| Monk, as all phenomena are like nirvāṇa, they are blissful.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་འཇིགས་པ་དང་བྲལ་བའི་ཕྱིར་འཇིགས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are without fearsomeness, they are not to be feared.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཚུ་རོལ་མི་དམིགས་པའི་ཕྱིར་ཕ་རོལ་མ་ཡིན་ནོ། ། ||| Monk, as all phenomena are unobserved on this side, there is no other side.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་གྲངས་སུ་བགྲང་བ་མེད་པའི་ཕྱིར་དཔག་ཏུ་མེད་པའོ། ། ||| Monk, as all phenomena are incalculable, they are beyond measure.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་མཚན་མ་གསོབ་ཡིན་པའི་ཕྱིར་མཚན་མ་མེད་པའོ། ། ||| Monk, as the signs of all phenomena are insignificant, they are signless.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་སྨོན་པ་ཆད་པའི་ཕྱིར་སྨོན་པ་མེད་པའོ། ། ||| Monk, as all phenomena lack wishes, they are wishless.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་འདུ་བྱེད་བརྫུན་པའི་ཆོས་ཉིད་ཡིན་པའི་ཕྱིར་མངོན་པར་འདུ་བྱེད་པ་མེད་པའོ། ། ||| Monk, as all phenomena have the nature of false formations, they are without actual formation.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རྣམ་པར་རྟོག་པ་ཉེ་བར་ཞི་བའི་ཕྱིར་སྤྲོས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are undisturbed by discursive thought, they are unelaborated.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་གནས་དང་བྲལ་བའི་ཕྱིར་གནས་པ་མེད་པའོ། ། ||| Monk, as all phenomena are free of abiding, they are nonabiding.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རྟག་ཏུ་དང་བའི་ཕྱིར་རྙོག་པ་མེད་པའོ། ། ||| Monk, as all phenomena are always clear, they are unsullied.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་སྐྱེ་བ་མི་དམིགས་པ་དང་། སྐྱེ་བ་གསོབ་ཡིན་པ་དང་། སྐྱེ་བ་གསོག་ཡིན་པ་དང་། སྐྱེ་བ་སྟོང་པ་ཡིན་པ་དང་། སྐྱེ་བཞི་བ་ཡིན་པའི་ཕྱིར་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པའོ། ། ||| Monk, as the arising of all phenomena is unperceived, as their arising is insignificant, as their arising is worthless, as their arising is empty, and as their arising is peaceful, they are final nirvāṇa.
དགེ་སློང་དེའི་ཕྱིར་ཆོས་འདི་དག་ནི་ཇི་སྐད་བསྟན་པ་དེ་ཁོ་ན་བཞིན་ཏེ། ||| Monk, for these reasons, these phenomena are exactly as I have taught.
དགེ་སློང་ང་བྱང་ཆུབ་ཀྱི་སྙིང་པོ་ལ་འདུག་པས་ནི་ཆོས་གང་གིས་སྐྱེ་བའམ། འཇིག་པའམ། ཀུན་ནས་ཉོན་མོངས་པའམ། རྣམ་པར་བྱང་བའམ། སྒྲིབ་པའམ། ཀུན་ནས་དཀྲིས་པའམ། འགྱོད་པའམ། ཡིད་ལ་གཅགས་པའི་ཆོས་རྡུལ་ཙམ་ཡང་མི་དམིགས་སོ། ། ||| Monk, dwelling within the essence of enlightenment, I have not perceived even the slightest phenomenon that arises, that perishes, that is afflicted, cleansed, obscured, fettered, regretful, or miserable.
དེ་ཅིའི་ཕྱིར་ཞེ་ན། དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་རྟག་ཏུ་ཀུན་ནས་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པས་རང་བཞིན་གྱིས་ཡོངས་སུ་དག་པའི་ཕྱིར་རོ། ། ||| Why is that so? Monk, as all phenomena are at all times unafflicted, they are perfectly pure by nature.”
དེ་ནས་དགེ་སློང་དྲི་མེད་འོད་ཀྱིས་ཆོས་ཀྱི་རང་བཞིན་འདི་ཐོས་ནས་ཚིམ་ཞིང་མགུ་ལ་ཡི་རངས་ཏེ། ||| When the monk Stainless Light heard this of the nature of phenomena, he felt satisfied, and rejoiced.
རབ་ཏུ་དགའ་ཞིང་དགའ་བ་དང་ཡིད་བདེ་བ་སྐྱེས་ཏེ། ||| He was very happy, and felt joy and relief.
སྒྲིབ་པ་མེད་པར་ཤིན་ཏུ་དགའ་བར་གྱུར་ནས་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེ་ལོགས་སུ་ཐལ་མོ་སྦྱར་བ་བཏུད་ནས་བཅོམ་ལྡན་འདས་ལ་ཚིགས་སུ་བཅད་དེ་གསོལ་པ། ||| Delighted to have no obscurations, he joined his palms before the Bhagavān, bowed, and spoke these verses to the Bhagavān:
ཀྱེ་མ་ཀྱེ་མ་སངས་རྒྱས་མཐུ་ཆེ་བ། ། ||| “Ah! Ah! Buddha powerful,
ལྷར་བཅས་འཇིག་རྟེན་སྐྱབས་ནི་ཁྱོད་ལགས་ཏེ། ། ||| Refuge of the world including gods,
མ་བསླབས་བཞིན་དུ་ཡོན་ཏན་ཀུན་གྱིས་འཕགས། ། ||| Even though you needed no training, Your good qualities rise above all.
སྡུག་བསྔལ་ཀུན་འགྲེལ་ཁྱོད་ལ་ཕྱག་འཚལ་ལོ། ||| Homage to you, who sets free all pain!
སྐྱབས་མ་མཆིས་པ་རྣམས་ཀྱི་སྐྱབས་ཁྱོད་མཛོད། ། ||| “You grant refuge to the protectorless,
འདྲེན་པ་མ་མཆིས་རྣམས་ཀྱི་འདྲེན་ཁྱོད་མཛོད། ། ||| And give counsel to those without guide.
ཞིར་གྱུར་བདེ་བའི་ལམ་ལ་གནས་པ་པོ། ||| You dwell in the peaceful path of bliss.
སངས་རྒྱས་མཐུ་ཆེན་ཁྱོད་ལ་ཕྱག་འཚལ་ལོ། ། ||| Homage to you, Buddha powerful!
ཁྱོད་ནི་འཇིག་རྟེན་ལོང་བའི་སྒྲོན་མ་ལགས། ། ||| “You are the lamp for the blind of this world;
མིག་མ་མཆིས་པ་རྣམས་ལ་མིག་སྩོལ་ཁྱོད། །སེམས་ཅན་མ་གྲོལ་རབ་ཏུ་གྲོལ་མཛད་ཁྱོད། ། ||| Granting sight to those who could not see, You free those beings who had no freedom.
དཔའ་བོ་མཐུ་ཆེན་ཁྱོད་ལ་ཕྱག་འཚལ་ལོ། ། ||| Homage to you, hero powerful!
ཆགས་དང་སྡང་ལ་ཁྱོད་ནི་ཆགས་མི་མངའ། །སྲེད་ལ་ཆགས་རྣམས་སྡུག་བསྔལ་འགྲེལ་པ་ཁྱོད། །འཁོར་བའི་འཁོར་ལོ་མི་བདེན་ཐུགས་སུ་ཆུད། ། ||| “You are free from clinging and dislike, And teach lustful ones suffering; You have seen the lie of saṃsāra’s circle.
ཡེ་ཤེས་སྟོབས་འཕགས་ཁྱོད་ལ་ཕྱག་འཚལ་ལོ། ། ||| Homage to you, wisdom’s might supreme!
རྟོག་དང་རྣམ་རྟོག་རྣམས་ཀྱིས་རྟག་མི་ཆགས། ། ||| “Never attached because of discursive thoughts,
ཡེ་ཤེས་བསམ་མི་ཁྱབ་པས་གྲོལ་བ་པོ། །འཇིག་རྟེན་གསུམ་མཆོག་དྲི་མེད་ཉོན་མོངས་གྲོལ། ། ||| Freeing with inconceivable wisdom, Supreme in the three worlds,
དྲི་མེད་དག་པའི་སེམས་ཅན་ཁྱོད་ཕྱག་འཚལ། ། ||| Homage to you, who are unstained and clean!
བྱང་ཆུབ་ལ་ནི་བདག་ཀྱང་ཞུགས་བགྱིས་ལ། །སེམས་ཅན་སྡུག་བསྔལ་སྐྱབས་མ་མཆིས་རྣམས་དགྲོལ། ||| “I, too, shall enter awakening, Shall end helpless beings’ misery.
འདི་འདྲའི་ཡེ་ཤེས་བདག་གིས་ཐོབ་གྱུར་ཅིང་། །ཐེག་པ་དམན་པས་ཟག་པ་བས་མ་གྱུར། ། ||| Having attained such wisdom I shall not be tainted by the lesser paths.
བསྐལ་པ་བྱེ་བ་ཁྲག་ཁྲིག་བསམ་ཡས་ཀྱིས། །སྡུག་བསྔལ་བས་བགྱི་བྱང་ཆུབ་ཡོང་མི་སྤོང་། ། ||| “I shall suffer for inconceivable myriads of eons, But shall not forsake the bodhi mind.
སྐར་མའི་ཚོགས་ཀྱི་ནང་ན་དགུང་ཟླ་ལྟར། །འཇིག་རྟེན་མགོན་པོ་བདག་གིས་དེ་འདྲར་མཐོང་། ||| Like the moon within a field of stars Is how you appear, world’s guardian.
ཇི་ལྟར་བསམ་པ་དམན་པའི་མི་འགའ་ཞིག ། ||| “Some with inferior minds,
རྒྱ་མཚོ་ཆེན་པོའི་ནང་དུ་ཕྱིན་གྱུར་ཀྱང་། ། ||| Though they travel on the vast extensive sea,
རིན་ཆེན་མང་པོ་མི་ལེན་སྤོང་བགྱིད་ཅིང་། ། ||| Fail to collect many gems,
མཆིང་བུའི་ནོར་བུ་བླངས་ནས་མཆི་བར་བགྱིད། ||| But only bring back worthless trinkets.
དེ་བཞིན་གང་དག་སངས་རྒྱས་རྣམ་འཕྲུལ་སྟོབས། །ཐོས་ཀྱང་འདིར་ནི་བྱང་ཆུབ་སེམས་མི་སྐྱེད། ། ||| “Likewise, in some, although they hear of the buddhas’ manifestations And his strengths, awakened intent does not arise.
བྱང་ཆུབ་སྤངས་ནས་ཉན་ཐོས་འཚལ་བ་གང་། ། ||| They turn away from awakening, and strive on the hearers’ path.
དེ་དག་ཡེ་ཤེས་ཡངས་ལ་འཇུག་མི་འགྱུར། ། ||| They will not pierce wisdom’s vast expanse—
འདིར་ནི་མི་ཞིག་བྱིས་པའི་རང་བཞིན་ཅན། ། ||| just as someone with childish character,
རྒྱལ་པོ་འབངས་ཀྱིས་བསྐོར་བ་མཐོང་གྱུར་ཀྱང་། ། ||| Although they see the king surrounded by his court,
དེ་ནི་བློན་པོའི་ཐབས་ལ་སེམས་བསྐྱེད་ན། །དེ་ཡི་ཤེས་པ་ཡངས་པར་མི་འཇུག་ལྟར། ། ||| Finds inspiration only in the ministers’ skill And will not fully pierce the knowledge of the king.
དེ་ལྟར་སངས་རྒྱས་ཡོན་ཏན་ཆེ་ཉིད་དང་། །ཡེ་ཤེས་རྣམ་པར་འཕྲུལ་པ་ཐོས་གྱུར་ཀྱང་། །ཤེས་པ་དམན་པ་ལ་ནི་འདུན་སྐྱེད་པ། ། ||| “Likewise, there are those who, Although they hear of great buddha attributes, And of his wisdom’s magical display, Decide upon the lower mind.
དེ་ནི་ལེ་ལོ་ཅན་ཏེ་སེམས་ཀྱང་ཞུམ། ། ||| They are lazy and their minds are weak.
ཐེག་པ་དམན་པས་འཇིག་རྟེན་མ་ཆགས་པ། །མཚན་མོ་སྲིན་བུ་མེ་ཁྱེར་སྣང་བ་འདྲ། ||| “The nonattachment to the world of those of the inferior vehicle Gives as much light as fireflies in the night.
ཉི་མའི་གཟི་བརྗིད་ཀྱིས་ནི་ལས་བགྱིད་པ། །སྣང་བ་ཐོབ་ནས་མུན་དང་བྲལ་བར་འགྱུར། ། ||| But those who work with the sun in all its splendor, Will, when they obtain that illumination, be divest of darkness.
སངས་རྒྱས་སྒྲས་ནི་མཐོ་རིས་མཆི་བར་འགྱུར། ། ||| “The Buddha’s voice reaches the highest realms.
སངས་རྒྱས་སྒྲས་ནི་བཟང་འགྲོར་མཆི་བར་འགྱུར། ། ||| The Buddha’s voice reaches the noble-born.
འཇིག་རྟེན་འདི་ན་སངས་རྒྱས་སྒྲོན་མའི་མཆོག ||| The Buddha, supreme lamp for this world,
ལྷར་བཅས་འཇིག་རྟེན་འདི་ནི་སྣང་བར་མཛད། ། ||| Illuminates all the world and the realms of the gods.
ཝ་ཡི་ཁྲོད་ན་སེང་གེ་མཐོང་གྱུར་ན། ། ||| “Just as, when a lion is seen among foxes,
ཝ་ཡི་སྐད་ལ་འདུན་པ་སྐྱེད་པ་དང་། ། ||| Some may take interest in fox talk And,
སེང་གེ་རྣམ་པར་འཕྲུལ་བ་སྤོང་བགྱིད་ཅིང་། །ཝ་ཡི་ཆོས་ཀྱི་དགའ་བ་སྐྱེད་པ་ལྟར། ། ||| ignoring the lion’s display, Find delight in fox affairs,
དེ་བཞིན་གང་དག་ཉན་ཐོས་ཁྲོད་དག་ཏུ། །སྐྱེས་བུ་ཁྱུ་མཆོག་སེང་གེ་རྣམ་འཕྲུལ་མཐོང་། ། ||| “So too, when those who, among the hearers, See the Supreme Lion of Man’s display,
ཐེག་པ་དམན་ལ་དགའ་བ་སྐྱེད་པ་ནི། །དེ་དག་ཕྱོགས་གཅིག་པ་ཡི་རྫུ་འཕྲུལ་ལགས། ། ||| But take delight in the lower vehicle, Their powers will be one-sided indeed.
ཡེ་ཤེས་འཚལ་བའི་མིས་ནི་དུས་ཀུན་ཏུ། །འཇིག་རྟེན་ཀུན་ཏུ་སྡུག་བསྔལ་མང་འགྲེལ་བ། །ཉན་ཐོས་མང་པོའི་ས་མིན་གང་ལགས་པ། །ཡེ་ཤེས་དམ་པ་མཆོག་ནི་བཙལ་བར་བགྱི། ||| “May people who seek wisdom always expound On suffering, to help the worldly ones; May they seek the wisdom, true and sublime, That is not the ground of common hearers.”
དེ་ནས་དགེ་སློང་དྲི་མེད་འོད་ཀྱི་ཚིགས་སུ་བཅད་པ་སྤོབས་པ་སྨྲས་པ་འདི་ཐོས་ནས། ། ||| Hearing these verses of faith spoken by the monk Stainless Light,
ལྷའི་བུ་བཞི་ཁྲི་ཉིས་སྟོང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་ནས། ||| forty-two thousand sons of gods gave rise to the mind set on unsurpassed, perfectly complete enlightenment.
དེ་དག་གིས་བཅོམ་ལྡན་འདས་དང་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་དང་། དགེ་སློང་དྲི་མེད་འོད་ལ་མེ་ཏོག་མན་དཱ་ར་བ་དག་གིས་གཏོར་ཏེ། ||| Tossing mandārava blossoms toward the Bhagavān, Youthful Mañjuśrī, and the monk Stainless Light,
ཚིག་འདི་སྐད་ཅེས་སྨྲས་སོ། །དགེ་སློང་ལེགས་སོ་ལེགས་སོ། ། ||| they proclaimed, “Monk, very good, very good.
འདི་ལྟར་སངས་རྒྱས་ཀྱི་བྱང་ཆུབ་རྗེས་སུ་འཛིན་པ་འདི་ནི་དེ་བཞིན་གཤེགས་པ་ལ་བྱས་པ་གཟོ་བ་ཉིད་ཡིན་ནོ། ། ||| To thus pursue the enlightenment of a buddha is to reciprocate the Tathāgata’s kindness.”
དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དེའི་ཚེ་འཛུམ་པ་མཛད་དོ། ། ||| At that moment the Bhagavān smiled.
འདི་ནི་སངས་རྒྱས་བཅོམ་ལྡན་འདས་རྣམས་ཀྱི་ཆོས་ཉིད་དེ། ནམ་འཛུམ་པ་མཛད་པ་དེའི་ཚེ་བཅོམ་ལྡན་འདས་ཀྱི་ཞལ་གྱི་སྒོ་ནས་འོད་འཕྲོ་བ་འདི་ལྟ་སྟེ། སྔོན་པོ་དང་། སེར་པོ་དང་། དམར་པོ་དང་། དཀར་པོ་དང་། བཙོད་ཀ་དང་། ཤེལ་དང་། དངུལ་གྱི་ཁ་དོག་ལྟ་བུ་ཁ་དོག་དུ་མ་དང་། ||| An attribute of bhagavān buddhas is that whenever they smile, light radiates from their mouths in myriad colors such as blue, yellow, red, white, vermillion, crystalline, and silver.
ཁ་དོག་སྣ་ཚོགས་བྱུང་སྟེ། དེ་དག་གིས་འཇིག་རྟེན་གྱི་ཁམས་མཐའ་ཡས་མུ་མེད་པ་དག་འོད་ཀྱིས་ཁྱབ་པར་བྱས་ནས། ཚངས་པའི་འཇིག་རྟེན་གྱི་བར་དུ་སོང་སྟེ། ||| Diverse colors emerged, permeated infinite limitless world systems with light, and extended up to the brahmā worlds.
ཉི་མ་དང་ཟླ་བའི་འོད་ཀྱང་མོག་མོག་པོར་བྱས་ནས་ཕྱིར་ལོག་སྟེ། བཅོམ་ལྡན་འདས་ལ་ལན་གསུམ་བསྐོར་བ་བྱས་ནས། བཅོམ་ལྡན་འདས་ཀྱི་དབུའི་གཙུག་ཏུ་མི་སྣང་བར་གྱུར་ཏོ། ། ||| Outshining even the light of the sun and moon, the light then returned, circled around the Bhagavān three times, and vanished into the crown of the Bhagavān’s head.
དེ་ནས་ཚེ་དང་ལྡན་པ་ཀུན་དགའ་བོ་སྟན་ལས་ལངས་ཏེ་ཆོས་གོས་ཕྲག་པ་གཅིག་ཏུ་བགོས་ནས་པུས་མོ་གཡས་པའི་ལྷ་ང་ས་ལ་བཙུགས་ཏེ། བཅོམ་ལྡན་འདས་ག་ལ་བ་དེ་ལོགས་སུ་ཐལ་མོ་སྦྱར་བ་བཏུད་ནས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ། ། ||| Then the venerable Ānanda rose from his seat. Draping his Dharma robe over one shoulder, he placed his right knee on the ground, faced the Bhagavān, joined his palms, and asked him,
བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་རྣམས་ནི་རྒྱུ་མ་མཆིས་རྐྱེན་མ་མཆིས་པར་འཛུམ་པ་མི་མཛད་ན། ||| “As the bhagavats, tathāgatas, arhats, perfectly enlightened buddhas do not smile without causes and conditions,
འཛུམ་པ་མཛད་པའི་རྒྱུ་གང་ལགས། རྐྱེན་གང་ལགས། ||| what is the cause of your smile, and what are the conditions for it?”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ཀུན་དགའ་བོ་དགེ་སློང་དྲི་མེད་འོད་འདིས་ལྷག་པའི་བསམ་པ་དེ་ལྟ་བུས་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་དེ། ། ||| “Ānanda,” replied the Bhagavān, “the monk Stainless Light has given rise to the mind set on enlightenment with noble intent.
དེའི་ཕྱིར་ངས་དགེ་སློང་དྲི་མེད་འོད་འདི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ལུང་བསྟན་པར་བྱ་སྟེ། ||| I therefore predict that the monk Stainless Light will attain unsurpassed, perfectly complete enlightenment.
ཀུན་དགའ་བོ་དགེ་སློང་དྲི་མེད་འོད་འདི་ནི་མ་འོངས་པའི་དུས་བསྐལ་པ་བཅུ་འདས་པ་ན་སངས་རྒྱས་བྱེ་བ་ཕྲག་ཉི་ཤུ་རྩ་གཉིས་ལ་མཆོད་པ་བྱེད་པར་འགྱུར་ཏེ། ||| Ānanda, in the future, after ten eons have passed, the monk Stainless Light will make offerings to two hundred and twenty million buddhas and
དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་བྱམས་པ་ལས་མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ་པར་འགྱུར་རོ། ||| attain patient forbearance in seeing all phenomena as nonarising, in the presence of the tathāgata, arhat, perfectly complete Buddha Maitreya.
བསྐལ་པ་བཟང་པོའི་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཐམས་ཅད་ལ་ཡང་མཆོད་པ་བྱེད་པར་འགྱུར་ཏེ། ||| He will also make offerings to all the bhagavān buddhas of the Fortunate Eon.
དེའི་འོག་ཏུ་མངོན་པར་བྱུང་ནས་དེ་བཞིན་གཤེགས་པ་ཡོན་ཏན་པད་མ་རྣམ་པར་གྲགས་སྤྱོད་སེང་གེའི་སྒྲ་སྒྲོགས་ཞེས་བྱ་བར་འགྱུར་རོ། ། ||| Thereafter, having fully matured, he will become the Tathāgata He Who Proclaims the Lion’s Roar of Conduct That Is Renowned to Be the Lotus of Good Qualities.
ཀུན་དགའ་བོ་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཡོན་ཏན་པད་མ་རྣམ་པར་གྲགས་སྤྱོད་སེང་གེའི་སྒྲ་སྒྲོགས་དེའི་སངས་རྒྱས་ཀྱི་ཞིང་ཡང་ ||| Ānanda, the buddhafield of that tathāgata, arhat, perfectly complete buddha, He Who Proclaims the Lion’s Roar of Conduct That Is Renowned to Be the Lotus of Good Qualities,
རིན་པོ་ཆེ་སྣ་བདུན་ལས་གྲུབ་པར་འགྱུར་ལ། ། ||| will be made with seven precious attributes.
ཉན་ཐོས་དང་རང་སངས་རྒྱས་མེད་དེ། བྱང་ཆུབ་སེམས་དཔའ་འབའ་ཞིག་འདུ་བར་འགྱུར་རོ། ||| There will be no hearers or solitary realizers, only bodhisattvas will gather there.
